#{"t_start": 1784614262.4144373, "env_id": "None"}
r,l,t
833.031919,300,3731.613803
672.225782,300,3732.229284
623.619707,300,3732.775905
600.895881,300,3733.42745
832.929027,300,3734.030691
672.208856,300,3734.60627
623.891923,300,3735.263289
600.752728,300,3740.609743
833.150834,300,3741.088043
672.203447,300,3741.673213
623.763607,300,3742.230965
600.855599,300,3742.899033
833.16021,300,3743.469398
672.21898,300,3743.958457
623.824816,300,3744.283478
600.898816,300,3744.845166
833.153207,300,3745.460439
672.172224,300,3745.89463
623.804541,300,3746.323689
600.857498,300,3746.852361
833.020756,300,3747.526945
672.209945,300,3747.977886
623.733051,300,3748.560703
600.741292,300,3749.127743
833.031919,300,3749.639582
672.218035,300,3750.153972
623.8286,300,3750.869326
600.889699,300,3751.617425
833.042451,300,3752.181721
672.211139,300,3752.745409
623.680007,300,3753.243752
600.863721,300,3753.709395
833.116671,300,3754.301684
672.211763,300,3754.787669
623.874431,300,3763.390352
600.844376,300,3763.845489
833.141811,300,3764.406045
672.176445,300,3764.907814
623.838609,300,3765.310419
600.755414,300,3765.710678
833.062246,300,3766.320271
672.217671,300,3766.752269
623.776894,300,3767.290994
600.740406,300,3767.740548
833.042451,300,3768.328518
672.224369,300,3768.806021
623.476358,300,3769.273259
600.875725,300,3769.8842
833.09612,300,3770.732363
672.210225,300,3771.243425
623.501771,300,3771.758903
600.8336,300,3772.378481
832.997187,300,3773.037494
672.220655,300,3773.445113
623.67831,300,3773.859452
600.867166,300,3774.459479
833.009281,300,3774.890057
672.199137,300,3775.557671
623.912142,300,3776.051881
600.887737,300,3776.752897
833.156873,300,3777.430671
672.228324,300,3783.305884
623.680007,300,3783.775389
600.897797,300,3784.388809
833.09612,300,3784.971384
672.223881,300,3785.484061
623.903304,300,3785.970809
600.868395,300,3786.528776
833.042451,300,3787.076018
672.174588,300,3785.026445
623.848243,300,3790.803555
600.872774,300,3791.305831
833.150834,300,3791.723027
672.164317,300,3792.301622
623.502372,300,3792.748764
600.864696,300,3793.493569
833.071507,300,3794.157143
672.169967,300,3794.803435
623.907383,300,3795.505467
600.860189,300,3796.274076
833.156873,300,3797.056248
672.224162,300,3797.723262
623.679724,300,3798.273794
600.864932,300,3799.012549
833.161672,300,3799.616764
672.2194,300,3800.095931
623.61999,300,3800.570844
600.877504,300,3801.012187
833.161672,300,3801.720983
672.208965,300,3807.539115
623.848844,300,3807.993972
600.670823,300,3808.49751
832.997187,300,3809.306704
672.207875,300,3810.003587
623.850542,300,3810.553441
600.696598,300,3811.136672
833.13301,300,3811.771323
672.224501,300,3812.328901
623.840625,300,3812.793492
600.899962,300,3813.249299
833.153207,300,3813.728734
672.22633,300,3814.238606
623.698266,300,3815.195854
600.846979,300,3815.67724
833.155143,300,3816.103082
672.226688,300,3816.694103
623.6589,300,3817.309275
600.849875,300,3817.726628
832.971784,300,3818.402964
672.219943,300,3818.889267
623.913839,300,3819.515365
600.673592,300,3820.183721
833.161672,300,3823.369382
672.228005,300,3823.921887
623.679158,300,3824.359712
600.878141,300,3824.981295
833.042451,300,3830.306105
672.197363,300,3830.788125
623.898246,300,3831.333636
600.820675,300,3831.817538
833.14823,300,3832.29702
672.205164,300,3832.739474
623.899979,300,3833.177598
600.737781,300,3833.903587
833.159379,300,3834.455591
672.220352,300,3834.886395
623.883145,300,3835.461965
600.7965,300,3836.012236
833.161588,300,3836.572808
672.206079,300,3837.13846
623.847712,300,3837.774966
600.867092,300,3838.301919
833.031919,300,3838.751395
672.175937,300,3839.26796
623.712627,300,3839.584273
600.886506,300,3839.987077
833.14823,300,3840.314915
672.210913,300,3840.84717
623.873299,300,3841.349832
600.859909,300,3841.792031
832.971784,300,3842.240827
672.184566,300,3842.714881
623.731353,300,3843.256229
600.833298,300,3848.297155
833.150834,300,3848.631151
672.226789,300,3848.940966
623.879103,300,3849.478038
600.750707,300,3849.77889
833.161298,300,3850.336132
672.229937,300,3850.634896
623.866197,300,3851.017782
600.856357,300,3851.447327
833.16089,300,3851.842299
672.199016,300,3852.20241
623.909207,300,3852.957085
600.86443,300,3856.337018
833.161298,300,3857.018177
672.200666,300,3857.898608
623.9071,300,3858.626906
600.872663,300,3859.222229
833.14823,300,3859.74736
672.22663,300,3860.318309
623.908753,300,3860.706908
600.85863,300,3861.134688
833.13301,300,3861.773726
672.228166,300,3862.428456
623.81608,300,3863.0716
600.82622,300,3863.487788
833.09612,300,3863.931552
672.222839,300,3864.493729
623.910126,300,3870.10921
600.700075,300,3870.526395
833.161588,300,3871.107018
672.194594,300,3871.66709
623.84796,300,3872.174434
600.89958,300,3872.801242
833.161298,300,3873.33842
672.213043,300,3874.150996
623.911859,300,3874.706467
600.826152,300,3875.306699
832.929027,300,3875.916917
672.218249,300,3876.325142
623.886293,300,3876.915248
600.889761,300,3877.487995
833.16021,300,3878.280478
672.218195,300,3878.901999
623.680007,300,3879.476927
600.854373,300,3880.025976
833.12805,300,3880.573126
672.202382,300,3880.980856
623.501737,300,3881.684581
600.820675,300,3882.228274
833.16021,300,3882.562117
672.168772,300,3882.968378
623.908232,300,3883.407955
600.731896,300,3883.91503
832.971784,300,3884.445832
672.207764,300,3884.938622
623.478056,300,3893.702094
600.854212,300,3894.37785
832.943742,300,3894.68573
672.197243,300,3895.221149
623.500922,300,3895.710181
600.862605,300,3896.444411
833.161672,300,3897.078087
672.225465,300,3897.681934
623.676612,300,3898.232621
600.838889,300,3898.871525
833.161588,300,3899.302947
672.225177,300,3899.968332
623.84941,300,3900.525347
600.881176,300,3901.490283
833.12805,300,3902.084283
672.223511,300,3902.391059
623.892489,300,3902.840368
600.89767,300,3903.349714
833.071507,300,3903.751535
672.226028,300,3904.319321
623.900545,300,3904.871545
600.839044,300,3905.361241
833.116671,300,3905.936319
672.180007,300,3906.606816
623.874431,300,3907.342499
600.715119,300,3907.766932
833.088442,300,3908.325469
672.215854,300,3914.64623
623.791367,300,3915.220937
600.898434,300,3915.721946
833.16021,300,3916.341614
672.19563,300,3916.798365
623.791933,300,3917.187399
600.872488,300,3917.692762
833.159379,300,3918.064882
672.231213,300,3915.941537
623.85658,300,3921.690143
600.846835,300,3922.097075
833.088442,300,3922.5804
672.231802,300,3923.072124
623.63917,300,3923.588685
600.864628,300,3924.319836
833.031919,300,3924.975839
672.228787,300,3925.630937
623.552022,300,3926.141228
600.796329,300,3926.754295
833.062246,300,3927.210737
672.226188,300,3927.644887
623.886293,300,3928.14241
600.858018,300,3928.665933
833.13301,300,3929.091938
672.22858,300,3929.682399
623.844812,300,3930.324003
600.670867,300,3930.863043
833.141811,300,3937.408829
672.213012,300,3938.099669
623.848491,300,3938.525233
600.864075,300,3938.916218
833.042451,300,3939.336091
672.22362,300,3939.709138
623.806318,300,3940.398011
600.856521,300,3940.964841
832.929027,300,3941.570485
672.224912,300,3942.16594
623.593217,300,3942.69215
600.771016,300,3943.326749
833.103485,300,3943.825371
672.222306,300,3944.321226
623.903587,300,3945.07143
600.878479,300,3945.63125
833.141811,300,3946.180151
672.176656,300,3946.593635
623.907338,300,3947.193641
600.897415,300,3947.729144
833.156873,300,3948.344662
672.231019,300,3948.958455
623.659253,300,3949.397134
600.891942,300,3950.096476
832.957905,300,3950.877169
672.230738,300,3954.364445
623.696851,300,3955.093798
600.820779,300,3955.777528
833.161298,300,3961.031187
672.230731,300,3961.538409
623.803692,300,3962.091412
600.881928,300,3962.608938
832.984786,300,3963.034778
672.223427,300,3963.412324
623.906251,300,3963.835391
600.730042,300,3964.22631
833.155143,300,3964.784662
672.190145,300,3965.096238
623.525422,300,3965.770924
600.761005,300,3966.30036
833.020756,300,3966.600101
672.229742,300,3967.419471
623.61999,300,3967.845393
600.804314,300,3968.293467
833.116671,300,3968.675046
672.230185,300,3969.139714
623.777743,300,3969.539097
600.791223,300,3970.103844
832.984786,300,3970.670187
672.218196,300,3971.190475
623.696568,300,3971.605755
600.779982,300,3971.9122
833.141811,300,3972.276468
672.208491,300,3972.700504
623.802844,300,3973.084436
600.717272,300,3978.780797
832.971784,300,3979.414337
672.224763,300,3979.959333
623.714643,300,3980.384649
600.792995,300,3980.834405
833.116671,300,3981.252872
672.205757,300,3981.725591
623.910339,300,3982.481085
600.684896,300,3982.827866
833.16089,300,3983.28964
672.185058,300,3981.39274
623.913274,300,3987.178943
600.74224,300,3987.763564
833.161298,300,3988.319228
672.226359,300,3989.308631
623.866763,300,3989.845082
600.803063,300,3990.48456
833.12805,300,3990.833456
672.228528,300,3991.306564
623.910692,300,3991.958351
600.764607,300,3992.381373
833.156873,300,3992.78269
672.227803,300,3993.082861
623.837796,300,3993.578847
600.858576,300,3994.119326
832.997187,300,3994.62899
672.226212,300,3995.181121
623.678593,300,4000.905083
600.858515,300,4001.323465
832.943742,300,4001.78718
672.156252,300,4002.148112
623.791615,300,4002.742455
600.888116,300,4003.340067
833.150834,300,4004.004038
672.211475,300,4004.533639
623.657883,300,4005.29931
600.839521,300,4005.929787
833.062246,300,4006.37215
672.22064,300,4006.770413
623.715775,300,4007.375671
600.863116,300,4007.881934
833.103485,300,4008.733277
672.209498,300,4009.216974
623.912106,300,4009.723607
600.881729,300,4010.024132
833.155143,300,4010.415088
672.209695,300,4010.833831
623.503221,300,4011.328586
600.713087,300,4011.957288
833.16021,300,4012.693177
672.208557,300,4013.291852
623.838326,300,4013.878661
600.861491,300,4014.422376
833.161298,300,4015.133326
672.232968,300,4015.853013
623.803975,300,4024.548886
600.889766,300,4025.069466
833.12805,300,4025.395249
672.225225,300,4025.947615
623.890225,300,4026.633017
600.880157,300,4026.990933
833.13301,300,4027.461847
672.154154,300,4028.096938
623.900545,300,4028.5438
600.788333,300,4029.108889
833.156873,300,4029.654065
672.226029,300,4030.286454
623.478621,300,4030.789947
600.758232,300,4031.757391
833.020756,300,4032.347953
672.170321,300,4032.829058
623.900262,300,4033.254032
600.827382,300,4033.740078
833.161588,300,4034.216138
672.212608,300,4034.727471
623.908232,300,4035.101679
600.672596,300,4035.51199
833.161672,300,4035.859825
672.231659,300,4036.452948
623.904436,300,4037.07354
600.859015,300,4037.461549
833.150834,300,4038.128999
672.224392,300,4043.706119
623.679724,300,4044.148529
600.868813,300,4044.643198
833.103485,300,4045.025904
672.226298,300,4045.490034
623.913804,300,4045.92284
600.698858,300,4046.600055
832.957905,300,4047.089381
672.203441,300,4047.943405
623.698549,300,4048.447447
600.863704,300,4049.00041
833.116671,300,4052.191536
672.226005,300,4052.65247
623.791367,300,4053.028834
600.886195,300,4053.872013
833.088442,300,4054.206234
672.220142,300,4054.643124
623.764739,300,4055.111107
600.872914,300,4055.429648
832.997187,300,4055.971027
672.22121,300,4056.409487
623.715492,300,4056.753964
600.899962,300,4057.180523
833.062246,300,4057.50596
672.213686,300,4058.296124
623.748092,300,4058.946989
600.839368,300,4059.446064
833.052667,300,4065.571675
672.225486,300,4066.093294
623.902243,300,4066.653796
600.863562,300,4067.306079
833.042451,300,4067.900016
672.221724,300,4068.608788
623.849375,300,4069.03144
600.775375,300,4069.49662
833.052667,300,4069.914656
672.226867,300,4070.325449
623.476924,300,4070.714294
600.863562,300,4071.364046
832.971784,300,4072.123388
672.203151,300,4072.573356
623.552836,300,4073.397038
600.868111,300,4073.831284
833.116671,300,4074.287206
672.224563,300,4074.868672
623.911471,300,4075.315887
600.892954,300,4075.736141
833.161298,300,4076.325837
672.151193,300,4076.745846
623.504353,300,4077.38503
600.835691,300,4077.882082
833.09612,300,4078.226449
672.188571,300,4078.667831
623.805956,300,4079.256783
600.886577,300,4079.693249
833.071507,300,4089.09746
672.227036,300,4089.463752
623.841191,300,4090.165418
600.870668,300,4090.479444
833.103485,300,4090.95651
672.226084,300,4091.38225
623.659253,300,4091.826864
600.896263,300,4092.361714
833.071507,300,4092.830888
672.177895,300,4093.365617
623.902703,300,4093.838072
600.770508,300,4094.489728
833.042451,300,4094.820677
672.221245,300,4095.69666
623.61999,300,4096.296488
600.76984,300,4096.852715
833.12805,300,4097.394366
672.22598,300,4097.908274
623.849693,300,4098.210585
600.899962,300,4098.585365
833.122509,300,4099.141794
672.176051,300,4099.652912
623.902243,300,4100.17026
600.818729,300,4100.568228
833.088442,300,4101.231314
672.195526,300,4101.939063
623.528004,300,4102.473235
600.673602,300,4108.524764
833.12805,300,4109.065474
672.205876,300,4109.704957
623.805072,300,4110.44064
600.89958,300,4110.967101
833.155143,300,4111.403246
672.214694,300,4112.184297
623.805673,300,4112.58892
600.784575,300,4112.992896
833.161588,300,4113.469859
672.227366,300,4113.970154
623.817778,300,4114.371137
600.89958,300,4112.337622
833.16021,300,4118.23551
672.181363,300,4118.973216
623.913238,300,4119.621014
600.862461,300,4120.309991
833.12805,300,4121.147371
672.188258,300,4121.719091
623.476641,300,4122.030545
600.698772,300,4122.516991
833.13301,300,4123.1135
672.205694,300,4123.445697
623.913274,300,4123.905924
600.784208,300,4124.380642
833.161672,300,4124.792847
672.227191,300,4125.358986
623.620556,300,4131.146167
600.696257,300,4131.573674
833.031919,300,4132.231128
672.226535,300,4132.583114
623.661234,300,4133.078779
600.756953,300,4133.393835
833.161588,300,4133.735569
672.228176,300,4134.338063
623.503221,300,4134.852364
600.855335,300,4135.43434
833.155143,300,4135.935014
672.170647,300,4136.394929
623.817495,300,4136.837954
600.886845,300,4137.239757
833.161298,300,4137.817525
672.23243,300,4138.223298
623.909738,300,4138.549828
600.784274,300,4138.93071
833.020756,300,4139.346977
672.225118,300,4139.745799
623.909036,300,4140.128025
600.82093,300,4140.582129
833.052667,300,4140.969193
672.233876,300,4141.297214
623.912708,300,4141.798034
600.711512,300,4142.245458
833.161672,300,4142.86586
672.167248,300,4150.768933
623.804258,300,4151.123898
600.806286,300,4151.714944
833.009281,300,4152.037131
672.230153,300,4152.353366
623.551456,300,4152.915987
600.815967,300,4153.476256
832.929027,300,4154.204251
672.232102,300,4154.678764
623.912425,300,4155.216107
600.747658,300,4155.765655
832.971784,300,4156.20293
672.217292,300,4156.728345
623.502938,300,4157.038612
600.786044,300,4157.879483
832.943742,300,4158.189717
672.231339,300,4158.610665
623.595268,300,4159.063661
600.848009,300,4159.569159
833.071507,300,4159.991599
672.212323,300,4160.52421
623.903587,300,4160.895934
600.842734,300,4161.240458
833.071507,300,4161.760985
672.208646,300,4162.266711
623.77601,300,4162.862223
600.770362,300,4163.485499
832.943742,300,4163.862306
672.22087,300,4168.386934
623.658121,300,4168.785679
600.840711,300,4169.165123
833.042451,300,4169.843126
672.226609,300,4170.627625
623.873582,300,4171.43839
600.84488,300,4172.12903
833.158216,300,4172.6579
672.226851,300,4173.189827
623.713511,300,4173.652989
600.851578,300,4173.933106
833.031919,300,4174.314036
672.227842,300,4174.777835
623.527438,300,4175.366652
600.634715,300,4175.816449
832.984786,300,4176.281975
672.160326,300,4176.865808
623.905968,300,4177.315242
600.837428,300,4177.610965
833.153207,300,4177.905631
672.23258,300,4178.325784
623.91232,300,4178.899156
600.82644,300,4179.240517
833.145146,300,4179.773112
672.167198,300,4177.529274
623.894703,300,4183.069052
600.759115,300,4183.501747
833.042451,300,4188.776319
672.215823,300,4189.563296
623.914122,300,4190.140193
600.793413,300,4190.815733
833.16089,300,4191.519067
672.230078,300,4191.905269
623.888556,300,4192.22235
600.635872,300,4192.523594
832.957905,300,4193.180951
672.165005,300,4193.665161
623.882215,300,4194.170426
600.832478,300,4194.616228
833.110231,300,4195.096191
672.231135,300,4195.382628
623.660668,300,4196.115446
600.82893,300,4196.424153
833.137687,300,4196.77183
672.22078,300,4197.32761
623.716341,300,4197.772269
600.794693,300,4198.158957
832.997187,300,4198.643678
672.216499,300,4199.309034
623.778592,300,4199.956168
600.848479,300,4200.443586
833.16021,300,4200.991117
672.223468,300,4201.52739
623.529702,300,4201.946995
600.838862,300,4207.603087
833.122509,300,4208.165131
672.229464,300,4208.666343
623.840625,300,4209.264287
600.834507,300,4209.926308
833.137687,300,4210.634217
672.228586,300,4211.019924
623.903304,300,4211.343331
600.794837,300,4211.962988
833.150834,300,4212.491454
672.206557,300,4215.879626
623.699115,300,4216.611261
600.805732,300,4217.109189
833.080133,300,4217.483074
672.229451,300,4218.106457
623.915254,300,4218.656166
600.774264,300,4219.12991
833.161672,300,4219.433825
672.177909,300,4219.710106
623.915254,300,4220.008813
600.856544,300,4220.658386
833.156873,300,4221.213691
672.226806,300,4221.549905
623.818061,300,4222.019568
600.816688,300,4222.669771
833.062246,300,4223.19919
672.230461,300,4223.785502
623.910733,300,4224.358562
600.853817,300,4229.952713
832.929027,300,4230.524196
672.159688,300,4230.916368
623.915254,300,4231.538861
600.673093,300,4231.979602
833.020756,300,4232.410654
672.200055,300,4232.884726
623.597249,300,4233.621012
600.807058,300,4234.15931
833.122509,300,4234.713798
672.211565,300,4235.173386
623.6618,300,4235.682141
600.894615,300,4236.114261
832.984786,300,4236.691597
672.232183,300,4236.970545
623.503787,300,4237.383779
600.855723,300,4237.971736
833.09612,300,4238.457618
672.203911,300,4238.804702
623.868744,300,4239.18806
600.739146,300,4239.630417
833.161672,300,4240.104066
672.22886,300,4240.623345
623.502089,300,4241.169175
600.799821,300,4241.680683
833.156873,300,4242.241117
672.228939,300,4242.837717
623.656872,300,4251.172327
600.899962,300,4251.737265
833.088442,300,4252.228746
672.213894,300,4252.755291
623.503186,300,4253.384923
600.898816,300,4253.687762
833.12805,300,4253.996153
672.221483,300,4254.283774
623.840625,300,4254.670687
600.887973,300,4254.981196
833.16021,300,4255.273192
672.170745,300,4255.757358
623.906534,300,4256.099822
600.898052,300,4256.394419
832.957905,300,4257.27816
672.231445,300,4258.095414
623.805956,300,4258.745462
600.894664,300,4259.158872
833.161672,300,4259.733254
672.19092,300,4260.317311
623.806239,300,4260.842745
600.83531,300,4261.243118
832.971784,300,4261.562759
672.210162,300,4262.097971
623.680573,300,4262.384745
600.818765,300,4262.796625
833.12805,300,4263.261322
672.21898,300,4268.856359
623.764173,300,4269.410172
600.885049,300,4269.870264
832.971784,300,4270.485612
672.220244,300,4270.912461
623.881897,300,4271.190176
600.883491,300,4271.472244
833.153207,300,4272.025685
672.219479,300,4272.352374
623.733334,300,4272.784955
600.879272,300,4273.384059
833.159379,300,4273.778817
672.228616,300,4274.187227
623.898417,300,4274.935825
600.88194,300,4275.601807
833.110231,300,4276.137979
672.231418,300,4276.720344
623.898417,300,4277.409166
600.828146,300,4277.888856
833.159379,300,4278.170206
672.2266,300,4281.17863
623.850825,300,4281.543294
600.860869,300,4281.832121
833.161588,300,4282.439938
672.227415,300,4282.787841
623.577115,300,4283.101691
600.852523,300,4283.666547
833.031919,300,4283.956344
672.177942,300,4288.833826
623.888274,300,4289.140225
600.884255,300,4289.441959
833.13301,300,4289.92188
672.208678,300,4290.258665
623.882781,300,4290.81246
600.810878,300,4291.120527
833.158216,300,4291.55952
672.17838,300,4291.869891
623.910733,300,4292.231123
600.89078,300,4292.90431
833.159379,300,4293.442629
672.219269,300,4293.836908
623.914087,300,4294.494908
600.874765,300,4294.895394
833.110231,300,4295.523358
672.177189,300,4296.044012
623.901394,300,4296.392271
600.89958,300,4296.904095
833.156873,300,4297.542583
672.223652,300,4298.037404
623.620273,300,4298.56431
600.775375,300,4299.104035
833.155143,300,4299.40694
672.225035,300,4300.024374
623.911016,300,4300.441019
600.882976,300,4301.141255
833.14823,300,4306.562445
672.23007,300,4306.869896
623.50407,300,4307.58348
600.89767,300,4308.069091
833.161588,300,4308.66551
672.221113,300,4309.49247
623.914971,300,4310.125368
600.799821,300,4310.58012
832.997187,300,4313.961315
672.217291,300,4314.719042
623.577115,300,4315.263686
600.8939,300,4315.598598
833.153207,300,4316.18119
672.192891,300,4316.555271
623.912142,300,4317.211236
600.825449,300,4317.550482
833.14823,300,4317.915143
672.179955,300,4318.211978
623.660102,300,4318.499909
600.894997,300,4318.94066
833.110231,300,4319.453855
672.22558,300,4319.901378
623.858844,300,4320.232759
600.855578,300,4320.526251
832.971784,300,4321.038772
672.225381,300,4321.488481
623.776722,300,4321.934628
600.887355,300,4327.029692
833.122509,300,4327.315532
672.229301,300,4327.600016
623.660951,300,4327.888666
600.864491,300,4328.178837
833.16089,300,4328.902389
672.230952,300,4329.433386
623.903635,300,4330.028991
600.885049,300,4330.372074
833.141811,300,4330.785283
672.231331,300,4331.345334
623.867046,300,4331.737264
600.842541,300,4332.274251
833.110231,300,4332.699865
672.220978,300,4333.505267
623.528853,300,4333.836984
600.845934,300,4334.125557
833.137687,300,4334.772291
672.203056,300,4335.356426
623.912142,300,4336.220604
600.844788,300,4337.088293
833.09612,300,4337.70948
672.223944,300,4338.489568
623.908753,300,4339.044041
600.863472,300,4339.630983
832.971784,300,4340.1468
672.218175,300,4340.448054
623.777424,300,4340.74114
600.85047,300,4347.682374
833.088442,300,4348.241188
672.190295,300,4348.856691
623.764739,300,4349.424582
600.743509,300,4349.970054
833.009281,300,4350.515848
672.207651,300,4350.897092
623.905002,300,4351.376824
600.878508,300,4351.808448
833.137687,300,4352.215535
672.220776,300,4352.584092
623.848561,300,4353.053367
600.896907,300,4353.519592
833.150834,300,4354.240288
672.222185,300,4354.577733
623.914122,300,4354.907014
600.861436,300,4355.184684
833.153207,300,4355.550165
672.213036,300,4355.951406
623.762804,300,4356.517107
600.874383,300,4356.83271
833.137687,300,4357.176767
672.224365,300,4357.605477
623.620273,300,4358.09187
600.839738,300,4358.398197
833.052667,300,4358.814133
672.204244,300,4359.286555
623.478056,300,4363.29625
600.817619,300,4363.667725
833.09612,300,4363.995593
672.197298,300,4364.526104
623.679406,300,4364.814647
600.834773,300,4365.171876
833.159379,300,4365.600368
672.22253,300,4366.010983
623.914122,300,4366.476457
600.805968,300,4367.158143
833.155143,300,4367.702977
672.225268,300,4368.130995
623.879598,300,4368.602899
600.671947,300,4369.414568
833.161588,300,4369.926192
672.227648,300,4370.323805
623.619707,300,4370.836186
600.783495,300,4371.280651
833.155143,300,4371.916008
672.224965,300,4372.625688
623.477207,300,4373.121296
600.860345,300,4373.528045
833.122509,300,4373.915043
672.180951,300,4374.308739
623.553084,300,4374.911778
600.853164,300,4375.529719
833.145146,300,4375.935201
672.221014,300,4383.397228
623.778273,300,4383.737745
600.668382,300,4384.030884
833.103485,300,4384.343082
672.223803,300,4384.667818
623.850224,300,4385.234228
600.875453,300,4385.671518
833.088442,300,4386.23479
672.234633,300,4386.770215
623.867612,300,4387.284378
600.842891,300,4387.782067
833.16021,300,4388.425841
672.225772,300,4388.900022
623.478621,300,4389.273361
600.851318,300,4390.23056
833.16089,300,4390.726073
672.230729,300,4391.018072
623.893931,300,4391.768751
600.896651,300,4392.276627
833.161588,300,4392.928735
672.233711,300,4393.680552
623.715775,300,4394.348757
600.671432,300,4395.038425
833.110231,300,4395.543218
672.226738,300,4396.210214
623.731748,300,4396.59805
600.870296,300,4397.093601
832.971784,300,4402.387895
672.206647,300,4402.859109
623.874679,300,4403.210519
600.810114,300,4403.556487
833.137687,300,4403.864232
672.228613,300,4404.669253
623.749577,300,4405.226172
600.88003,300,4405.565529
833.137687,300,4406.156113
672.17972,300,4406.870006
623.912603,300,4407.247037
600.757341,300,4407.733372
832.957905,300,4408.357396
672.203023,300,4408.869689
623.716907,300,4412.35684
600.883903,300,4412.901364
833.153207,300,4413.467135
672.233651,300,4413.972576
623.552871,300,4414.588647
600.867249,300,4415.080967
832.997187,300,4415.44453
672.233168,300,4416.038503
623.908798,300,4416.554004
600.817605,300,4417.044884
833.052667,300,4417.355338
672.234207,300,4417.780967
623.716624,300,4418.118488
600.897288,300,4418.625518
833.153207,300,4424.396066
672.204288,300,4424.728758
623.859976,300,4425.020601
600.878508,300,4425.471386
833.161298,300,4425.820796
672.217858,300,4426.176384
623.529419,300,4426.58106
600.85896,300,4426.936499
833.062246,300,4427.51947
672.230184,300,4427.987695
623.830015,300,4428.436015
600.699566,300,4428.889201
833.052667,300,4429.310288
672.172488,300,4430.098937
623.599229,300,4430.670562
600.897288,300,4431.092322
832.929027,300,4431.764119
672.233008,300,4432.292758
623.554003,300,4432.78164
600.859882,300,4433.079394
833.103485,300,4433.366914
672.229149,300,4433.652869
623.913804,300,4434.105773
600.773847,300,4434.57239
833.080133,300,4434.921202
672.20681,300,4435.40871
623.908798,300,4435.854165
600.868013,300,4440.584274
833.116671,300,4440.947727
672.234586,300,4441.278818
623.912886,300,4439.234651
600.879035,300,4444.926029
833.116671,300,4445.415505
672.233811,300,4445.858433
623.887142,300,4446.303334
600.852082,300,4446.807161
833.16089,300,4447.218764
672.234318,300,4447.682978
623.699398,300,4448.020796
600.883648,300,4448.382518
833.13301,300,4448.815879
672.213331,300,4449.395417
623.830015,300,4449.735328
600.890281,300,4450.021551
832.957905,300,4450.359501
672.187359,300,4450.65362
623.911016,300,4451.013151
600.857254,300,4451.371276
832.943742,300,4451.949023
672.219487,300,4452.240621
623.82723,300,4452.64546
600.758869,300,4453.269255
833.088442,300,4453.667914
672.225847,300,4454.048763
623.898134,300,4460.521669
600.89958,300,4461.043401
833.071507,300,4461.491845
672.189326,300,4461.915547
623.860542,300,4462.311902
600.850354,300,4462.839262
833.020756,300,4463.302136
672.224436,300,4463.706836
623.827433,300,4464.439587
600.874829,300,4465.152395
833.150834,300,4465.510164
672.232103,300,4466.001141
623.793631,300,4466.499742
600.840502,300,4467.064929
832.943742,300,4467.846828
672.214126,300,4468.132074
623.478339,300,4468.667599
600.827764,300,4468.954846
833.116671,300,4469.290389
672.23026,300,4469.627021
623.87528,300,4469.949522
600.819147,300,4470.442914
832.971784,300,4470.908761
672.232907,300,4471.316599
623.840342,300,4471.877737
600.851312,300,4472.318485
833.062246,300,4472.625413
672.233174,300,4473.128614
623.680573,300,4481.682677
600.873486,300,4482.305786
833.161588,300,4482.928582
672.230548,300,4483.605379
623.860542,300,4484.19375
600.870296,300,4484.886664
833.153207,300,4485.236549
672.201663,300,4485.536965
623.915254,300,4485.863195
600.861661,300,4486.138296
833.161672,300,4486.493348
672.231352,300,4486.864309
623.887708,300,4487.140394
600.897415,300,4487.797326
833.12805,300,4488.466274
672.229621,300,4489.271776
623.913804,300,4489.994143
600.81126,300,4490.322076
832.984786,300,4490.913915
672.179091,300,4491.482588
623.818627,300,4492.186864
600.720577,300,4492.770311
833.116671,300,4493.272182
672.20844,300,4493.642683
623.792782,300,4494.00569
600.877386,300,4494.683361
833.158216,300,4495.270009
672.22826,300,4500.046171
623.793631,300,4500.469004
600.885813,300,4500.768661
833.009281,300,4501.253719
672.208379,300,4501.629493
623.733617,300,4502.02514
600.894027,300,4502.348884
833.161672,300,4502.643668
672.230125,300,4503.288618
623.619072,300,4504.012918
600.870668,300,4504.672619
833.110231,300,4505.000899
672.185415,300,4505.400472
623.829449,300,4506.019461
600.775375,300,4506.919439
833.110231,300,4510.145305
672.194635,300,4510.786731
623.914688,300,4511.537388
600.846316,300,4512.120716
833.16089,300,4512.409649
672.221082,300,4512.809058
623.908232,300,4513.291404
600.898561,300,4513.76778
833.103485,300,4514.278321
672.230304,300,4514.627233
623.503221,300,4515.111716
600.883873,300,4515.477244
833.09612,300,4520.635534
672.178485,300,4520.957694
623.830298,300,4521.296335
600.887355,300,4521.948634
833.161672,300,4522.437855
672.228835,300,4522.770619
623.680856,300,4523.057353
600.721474,300,4523.404521
832.997187,300,4523.680916
672.228847,300,4524.15186
623.905568,300,4524.732449
600.788715,300,4525.17078
833.088442,300,4525.654425
672.226337,300,4526.265799
623.749294,300,4527.027385
600.865,300,4527.566761
832.971784,300,4527.952339
672.225103,300,4528.719082
623.915254,300,4529.227554
600.891162,300,4529.580945
833.137687,300,4530.301042
672.22842,300,4531.117361
623.793631,300,4531.526807
600.788715,300,4531.815525
833.110231,300,4532.1487
672.231321,300,4532.442784
623.882215,300,4532.758726
600.858018,300,4533.073673
832.971784,300,4538.329849
672.224384,300,4538.62483
