timestamp,alpha,beta,delta,power_wam,power_mean,power_normalized,delay_wam,delay_mean,delay_normalized,pdr_wam,pdr_mean,pdr_normalized,current_sf_len,last_ts_in_schedule,reward,episode_index,episode_initial_sf_len,episode_profile,action,applied_action,requested_sf_len,applied_sf_len,action_overridden,action_override_reason,returned_reward,terminated,truncated,wait_timeout,valid_cycle,wait_attempts,cycle_idx,seed,reset_count,step_exception_count,profile
1784726493915.061,0.4,0.3,0.3,773.9513343799059,841.5555555555555,0.1547902668759812,92.05908289241623,119.50911228689006,0.005474255029514092,1.0,1.0,1.0,11,8,2.2364416167407533,1,10,balanced,0,0,11,11,False,,2.2364416167407533,False,False,False,True,0,1,48,1,0,balanced
1784726497286.8208,0.4,0.3,0.3,737.2244897959184,795.0,0.1474448979591837,114.06746031746032,150.15873015873018,0.0069424589938265726,1.0,1.0,1.0,13,8,2.2389393031181783,1,10,balanced,0,0,13,13,False,,2.2389393031181783,False,False,False,True,0,2,48,1,0,balanced
1784726500613.188,0.4,0.3,0.3,727.298273155416,781.1111111111111,0.1454596546310832,120.35787771898882,160.08671369782482,0.007362099914542283,1.0,1.0,1.0,14,8,2.239607508173204,1,10,balanced,0,0,14,14,False,,2.239607508173204,False,False,False,True,0,3,48,1,0,balanced
1784726503845.877,0.4,0.3,0.3,700.9544740973312,747.8888888888889,0.14019089481946623,136.46011396011394,172.74295663184552,0.008436298462982918,1.0,1.0,1.0,16,8,2.2413927525333186,1,10,balanced,0,0,16,16,False,,2.2413927525333186,False,False,False,True,0,4,48,1,0,balanced
1784726507066.906,0.4,0.3,0.3,693.7174254317111,737.1111111111111,0.13874348508634224,181.71473043240283,271.1333470169677,0.011455285552528541,0.9384132351165317,0.9572649572649572,0.9384132351165317,17,8,2.2225899908346642,1,10,balanced,0,0,17,17,False,,2.2225899908346642,False,False,False,True,0,5,48,1,0,balanced
1784726510196.4878,0.4,0.3,0.3,677.4144427001569,718.0,0.13548288854003138,174.18724279835388,223.64197530864195,0.010953118265400526,1.0,1.0,1.0,19,8,2.242520909104367,1,10,balanced,0,0,19,19,False,,2.242520909104367,False,False,False,True,0,6,48,1,0,balanced
1784726515910.9038,0.4,0.3,0.3,671.2762951334379,709.1111111111111,0.13425525902668758,200.66578483245146,247.80129335684893,0.01271953201017021,1.0,1.0,1.0,20,8,2.242482036786274,1,10,balanced,0,0,20,20,False,,2.242482036786274,False,False,False,True,0,7,48,1,0,balanced
1784726518943.9148,0.4,0.3,0.3,658.4568288854001,692.4444444444445,0.13169136577708002,187.2758671369782,243.2436801881246,0.01182627532601589,1.0,1.0,1.0,22,8,2.2437755710913634,1,10,balanced,0,0,22,22,False,,2.2437755710913634,False,False,False,True,0,8,48,1,0,balanced
1784726521971.523,0.4,0.3,0.3,654.0894819466248,686.7777777777778,0.13081789638932495,199.18871252204585,269.88389182833623,0.012620994831357295,1.0,1.0,1.0,23,8,2.2438865429948627,1,10,balanced,0,0,23,23,False,,2.2438865429948627,False,False,False,True,0,9,48,1,0,balanced
1784726524891.618,0.4,0.3,0.3,645.1444270015697,675.0,0.12902888540031396,216.19635508524394,279.4091710758378,0.013755594068395192,1.0,1.0,1.0,25,8,2.244261767619356,1,10,balanced,0,0,25,25,False,,2.244261767619356,False,False,False,True,0,10,48,1,0,balanced
1784726528323.2341,0.4,0.3,0.3,466.2119309262166,550.7777777777778,0.09324238618524332,174.43230625583564,179.015873015873,0.010969466728207849,0.6766091051805336,0.7777777777777778,0.6766091051805336,26,8,2.1623949370616002,1,10,balanced,0,0,26,26,False,,2.1623949370616002,False,False,False,True,0,11,48,1,0,balanced
1784726531252.2012,0.4,0.3,0.3,633.221350078493,660.7777777777778,0.12664427001569858,290.89720978609864,355.6561751006195,0.01873897330127409,0.9958718530147102,0.9958847736625513,0.9958718530147102,28,8,2.2424821559077515,1,10,balanced,0,0,28,28,False,,2.2424821559077515,False,False,False,True,0,12,48,1,0,balanced
1784726534177.373,0.4,0.3,0.3,630.0518053375196,657.2222222222222,0.1260103610675039,293.7433862433863,378.4817754262198,0.01892884497954545,1.0,1.0,1.0,29,8,2.243917202079135,1,10,balanced,0,0,29,29,False,,2.243917202079135,False,False,False,True,0,13,48,1,0,balanced
1784726537101.157,0.4,0.3,0.3,622.9466248037676,646.8888888888889,0.12458932496075352,303.2847564313081,378.95593869731806,0.019565360669200005,1.0,1.0,1.0,32,8,2.2442946618149384,1,10,balanced,0,0,32,32,False,,2.2442946618149384,False,False,False,True,0,14,48,1,0,balanced
1784726540228.147,0.4,0.3,0.3,541.4646781789638,594.3333333333334,0.10829293563579276,271.5770609318996,327.3835125448029,0.017450104131547673,0.8398744113029826,0.8888888888888888,0.8398744113029826,29,8,2.2034101178971133,1,10,balanced,1,1,29,29,False,,2.2034101178971133,False,False,False,True,0,15,48,1,0,balanced
1784726581018.792,0.4,0.3,0.3,631.8006279434851,658.4444444444445,0.12636012558869703,324.85670194003524,418.5949441504997,0.021004449762510688,1.0,1.0,1.0,29,8,2.243154614835768,1,10,balanced,2,2,29,29,False,,2.243154614835768,False,False,False,True,1,16,48,1,0,balanced
1784726583948.19,0.4,0.3,0.3,621.270015698587,645.1111111111111,0.1242540031397174,289.3371546149324,381.222810111699,0.018634900241156264,1.0,1.0,1.0,32,8,2.244707928671766,1,10,balanced,0,0,32,32,False,,2.244707928671766,False,False,False,True,0,17,48,1,0,balanced
1784726586873.846,0.4,0.3,0.3,629.8963893249608,656.1111111111111,0.12597927786499216,268.13281740963725,358.90931298019416,0.017220334717120565,1.0,1.0,1.0,29,8,2.244442188438867,1,10,balanced,1,1,29,29,False,,2.244442188438867,False,False,False,True,0,18,48,1,0,balanced
1784726589702.6611,0.4,0.3,0.3,622.623233908948,646.7777777777778,0.12452464678178961,360.96707818930037,443.12757201646093,0.023413414155390284,1.0,1.0,1.0,32,8,2.243166117040667,1,10,balanced,0,0,32,32,False,,2.243166117040667,False,False,False,True,0,19,48,1,0,balanced
1784726592633.189,0.4,0.3,0.3,631.0502354788068,657.2222222222222,0.12621004709576136,282.389846743295,363.8683634373289,0.018171437407824884,1.0,1.0,1.0,29,8,2.244064549939348,1,10,balanced,1,1,29,29,False,,2.244064549939348,False,False,False,True,0,20,48,1,0,balanced
1784726595567.935,0.4,0.3,0.3,621.6106750392464,645.5555555555555,0.12432213500784928,305.5761316872428,388.4362139917696,0.01971822092643381,1.0,1.0,1.0,32,8,2.24435567971893,1,10,balanced,0,0,32,32,False,,2.24435567971893,False,False,False,True,0,21,48,1,0,balanced
1784726598499.445,0.4,0.3,0.3,631.6923076923076,657.8888888888889,0.1263384615384615,266.75925925925924,328.54938271604937,0.017128703086007953,1.0,1.0,1.0,29,8,2.244326004458813,1,10,balanced,1,1,29,29,False,,2.244326004458813,False,False,False,True,0,22,48,1,0,balanced
1784726601318.486,0.4,0.3,0.3,621.7802197802197,646.1111111111111,0.12435604395604394,278.87419165196945,364.0196942974721,0.01793690404616207,1.0,1.0,1.0,32,8,2.2448765112037337,1,10,balanced,0,0,32,32,False,,2.2448765112037337,False,False,False,True,0,23,48,1,0,balanced
1784726604239.602,0.4,0.3,0.3,630.4081632653061,657.3333333333334,0.12608163265306122,345.7407407407407,457.2530864197531,0.022397647814592442,0.9960192868356132,0.9960317460317462,0.9960192868356132,29,8,2.2416538386450817,1,10,balanced,1,1,29,29,False,,2.2416538386450817,False,False,False,True,0,24,48,1,0,balanced
1784726607064.807,0.4,0.3,0.3,621.800627943485,645.5555555555555,0.124360125588697,348.9711934156378,475.2674897119341,0.02261315499770766,1.0,1.0,1.0,32,8,2.243472003265209,1,10,balanced,0,0,32,32,False,,2.243472003265209,False,False,False,True,0,25,48,1,0,balanced
1784726609993.012,0.4,0.3,0.3,629.9780219780218,656.8888888888889,0.12599560439560437,355.2777777777777,448.8492063492064,0.023033874434808387,1.0,1.0,1.0,29,8,2.2426915959113156,1,10,balanced,1,1,29,29,False,,2.2426915959113156,False,False,False,True,0,26,48,1,0,balanced
