timestamp,alpha,beta,delta,power_wam,power_mean,power_normalized,delay_wam,delay_mean,delay_normalized,pdr_wam,pdr_mean,pdr_normalized,current_sf_len,last_ts_in_schedule,reward,episode_index,episode_initial_sf_len,episode_profile,action,applied_action,requested_sf_len,applied_sf_len,action_overridden,action_override_reason,returned_reward,terminated,truncated,wait_timeout,valid_cycle,wait_attempts,cycle_idx,seed,reset_count,step_exception_count,profile
1784695681372.678,0.4,0.3,0.3,774.7692307692307,842.7777777777778,0.15495384615384614,147.0781893004115,189.50617283950615,0.009144642381615177,1.0,1.0,1.0,11,8,2.235275068823977,1,10,balanced,0,0,11,11,False,,2.235275068823977,False,False,False,True,0,1,45,1,0,balanced
1784695687625.241,0.4,0.3,0.3,735.3547880690737,793.1111111111111,0.14707095761381475,140.65843621399176,174.56790123456793,0.008716373329819331,1.0,1.0,1.0,13,8,2.238556704955528,1,10,balanced,0,0,13,13,False,,2.238556704955528,False,False,False,True,0,2,45,1,0,balanced
1784695690944.355,0.4,0.3,0.3,724.5996860282573,778.4444444444445,0.14491993720565147,128.6823927101705,161.65931804820696,0.007917437805881954,1.0,1.0,1.0,14,8,2.239656793775975,1,10,balanced,0,0,14,14,False,,2.239656793775975,False,False,False,True,0,3,45,1,0,balanced
1784695694962.1401,0.4,0.3,0.3,470.6043956043956,499.0,0.09412087912087913,146.77777777777777,182.55555555555554,0.00912460158624268,0.6703296703296703,0.6666666666666666,0.6703296703296703,16,8,2.160713168974677,1,10,balanced,0,0,16,16,False,,2.160713168974677,False,False,False,True,0,4,45,1,0,balanced
1784695698279.268,0.4,0.3,0.3,692.4756671899528,736.2222222222222,0.13849513343799055,135.20502645502646,168.23780129335685,0.008352570143764273,1.0,1.0,1.0,17,8,2.2420961755816746,1,10,balanced,0,0,17,17,False,,2.2420961755816746,False,False,False,True,0,5,45,1,0,balanced
1784695701402.062,0.4,0.3,0.3,677.6075353218209,716.7777777777778,0.1355215070643642,159.4885361552028,203.2510288065844,0.009972550777531876,1.0,1.0,1.0,19,8,2.242799631940995,1,10,balanced,0,0,19,19,False,,2.242799631940995,False,False,False,True,0,6,45,1,0,balanced
1784695704531.634,0.4,0.3,0.3,670.298273155416,707.6666666666666,0.1340596546310832,169.15564373897703,217.42651381540273,0.010617454552300003,1.0,1.0,1.0,20,8,2.2431909017818765,1,10,balanced,0,0,20,20,False,,2.2431909017818765,False,False,False,True,0,7,45,1,0,balanced
1784695707557.491,0.4,0.3,0.3,659.0266875981162,693.3333333333334,0.13180533751962323,203.13786008230454,256.80482069370953,0.012884446970133726,1.0,1.0,1.0,22,8,2.243412530901111,1,10,balanced,0,0,22,22,False,,2.243412530901111,False,False,False,True,0,8,45,1,0,balanced
1784695710583.497,0.4,0.3,0.3,654.1726844583986,687.3333333333334,0.13083453689167973,219.36507936507937,284.80158730158723,0.013966983279858531,1.0,1.0,1.0,23,8,2.2434760902593704,1,10,balanced,0,0,23,23,False,,2.2434760902593704,False,False,False,True,0,9,45,1,0,balanced
1784695713511.6948,0.4,0.3,0.3,641.8178963893249,672.0,0.128363579277865,215.80880025324467,290.4795821462488,0.013729739843445275,1.0,1.0,1.0,25,8,2.2445356463358204,1,10,balanced,0,0,25,25,False,,2.2445356463358204,False,False,False,True,0,10,45,1,0,balanced
1784695717241.884,0.4,0.3,0.3,564.8131868131868,594.0,0.11296263736263736,422.9175288648973,585.661118608487,0.027546199390586876,0.6751861338327503,0.7269725866217095,0.6751861338327503,26,8,2.149106925387594,1,10,balanced,0,0,26,26,False,,2.149106925387594,False,False,False,True,0,11,45,1,0,balanced
1784695723125.784,0.4,0.3,0.3,634.9199372056514,662.3333333333334,0.1269839874411303,270.8705286483064,348.116492560937,0.01740297055692504,1.0,1.0,1.0,28,8,2.24398551385647,1,10,balanced,0,0,28,28,False,,2.24398551385647,False,False,False,True,0,12,45,1,0,balanced
1784695726047.7231,0.4,0.3,0.3,628.6216640502354,655.1111111111111,0.12572433281004708,672.7109053497942,738.6243386243386,0.044210200490313156,0.9960192868356132,0.9960317460317462,0.9960192868356132,29,8,2.235252992779571,1,10,balanced,0,0,29,29,False,,2.235252992779571,False,False,False,True,0,13,45,1,0,balanced
1784695729075.243,0.4,0.3,0.3,630.4411302982732,656.5555555555555,0.12608822605965464,4275.295892882483,4859.341865839568,0.2845427546952957,0.9764351490248745,0.9724756228587645,0.9764351490248745,29,8,2.1571324278750117,1,10,balanced,2,2,29,29,False,,2.1571324278750117,False,False,False,True,0,14,45,1,0,balanced
1784695732005.3079,0.4,0.3,0.3,632.0894819466248,659.3333333333334,0.12641789638932496,281.0905349794238,366.7489711934156,0.01808475883785349,1.0,1.0,1.0,28,8,2.244007413792914,1,10,balanced,1,1,28,28,False,,2.244007413792914,False,False,False,True,0,15,45,1,0,balanced
