timestamp,alpha,beta,delta,power_wam,power_mean,power_normalized,delay_wam,delay_mean,delay_normalized,pdr_wam,pdr_mean,pdr_normalized,current_sf_len,last_ts_in_schedule,reward,episode_index,episode_initial_sf_len,episode_profile,action,applied_action,requested_sf_len,applied_sf_len,action_overridden,action_override_reason,returned_reward,terminated,truncated,wait_timeout,valid_cycle,wait_attempts,cycle_idx,seed,reset_count,step_exception_count,profile
1784703918846.529,0.4,0.3,0.3,775.1711145996859,844.1111111111111,0.15503422291993718,110.03968253968253,140.95238095238093,0.006673761343541196,1.0,1.0,1.0,11,8,2.235984182428963,1,10,balanced,0,0,11,11,False,,2.235984182428963,False,False,False,True,0,1,46,1,0,balanced
1784703922175.041,0.4,0.3,0.3,739.9623233908948,797.6666666666666,0.14799246467817895,123.53174603174602,160.75396825396825,0.007573832290309942,1.0,1.0,1.0,13,8,2.2385308644416355,1,10,balanced,0,0,13,13,False,,2.2385308644416355,False,False,False,True,0,2,46,1,0,balanced
1784703925693.123,0.4,0.3,0.3,673.3328100470957,678.7777777777778,0.13466656200941912,1611.8740814226924,1976.8641607877717,0.10686284732639709,0.8973883259597544,0.8518518518518519,0.8973883259597544,14,8,2.1832910187862393,1,10,balanced,0,0,14,14,False,,2.1832910187862393,False,False,False,True,0,3,46,1,0,balanced
1784703928824.271,0.4,0.3,0.3,698.6703296703297,745.8888888888889,0.13973406593406593,168.97119341563786,216.74897119341566,0.010605149660816401,1.0,1.0,1.0,16,8,2.2409248287281285,1,10,balanced,0,0,16,16,False,,2.2409248287281285,False,False,False,True,0,4,46,1,0,balanced
1784703931852.958,0.4,0.3,0.3,691.2166405023548,736.2222222222222,0.13824332810047096,179.74121557454893,225.59987337765116,0.011323630125053297,1.0,1.0,1.0,17,8,2.2413055797222956,1,10,balanced,0,0,17,17,False,,2.2413055797222956,False,False,False,True,0,5,46,1,0,balanced
1784703934871.143,0.4,0.3,0.3,676.6342229199372,716.1111111111111,0.13532684458398744,182.0737801293357,237.67048794826573,0.011479238167400646,1.0,1.0,1.0,19,8,2.242425490716185,1,10,balanced,0,0,19,19,False,,2.242425490716185,False,False,False,True,0,6,46,1,0,balanced
1784703937991.7742,0.4,0.3,0.3,667.287284144427,704.6666666666666,0.13345745682888538,361.35741652983035,434.9589490968802,0.023439454071369603,0.944270015698587,0.9444444444444444,0.944270015698587,20,8,2.222866185756611,1,10,balanced,0,0,20,20,False,,2.222866185756611,False,False,False,True,0,7,46,1,0,balanced
1784703941022.6182,0.4,0.3,0.3,660.1350078492935,694.0,0.1320270015698587,225.1389969175813,321.04017226975486,0.014352167906443048,0.9525553811268096,0.9670781893004116,0.9525553811268096,22,8,2.2286501633381666,1,10,balanced,0,0,22,22,False,,2.2286501633381666,False,False,False,True,0,8,46,1,0,balanced
1784703944449.958,0.4,0.3,0.3,657.5510204081631,690.1111111111111,0.13151020408163264,468.97612495290514,599.3353809360001,0.030618820877445305,0.775744812892948,0.8233682266009852,0.775744812892948,23,8,2.170933715971998,1,10,balanced,0,0,23,23,False,,2.170933715971998,False,False,False,True,0,9,46,1,0,balanced
1784703950297.751,0.4,0.3,0.3,644.9010989010989,674.7777777777778,0.12898021978021978,223.50455614344503,296.1434450323339,0.014243132497894932,1.0,1.0,1.0,25,8,2.2441349723385438,1,10,balanced,0,0,25,25,False,,2.2441349723385438,False,False,False,True,0,10,46,1,0,balanced
1784703953216.5251,0.4,0.3,0.3,640.5667189952904,670.2222222222222,0.1281133437990581,453.6912110523222,572.3192239858906,0.02959914683471129,0.9960192868356132,0.9960317460317462,0.9960192868356132,26,8,2.238680704480647,1,10,balanced,0,0,26,26,False,,2.238680704480647,False,False,False,True,0,11,46,1,0,balanced
1784703956237.834,0.4,0.3,0.3,634.4725274725274,661.4444444444445,0.12689450549450548,307.39309027144276,400.0613736341706,0.019839432306300385,0.9884503251850191,0.9920634920634921,0.9884503251850191,28,8,2.239825465665813,1,10,balanced,0,0,28,28,False,,2.239825465665813,False,False,False,True,0,12,46,1,0,balanced
1784703959167.007,0.4,0.3,0.3,628.8979591836735,655.0,0.1257795918367347,287.7579365079365,388.92857142857144,0.01852954879972892,1.0,1.0,1.0,29,8,2.2441292986253876,1,10,balanced,0,0,29,29,False,,2.2441292986253876,False,False,False,True,0,13,46,1,0,balanced
1784703962695.996,0.4,0.3,0.3,628.2904238618524,652.1111111111111,0.12565808477237048,716.7750787224471,997.2325686009897,0.047149771762671586,0.6290689598960274,0.7214319582740636,0.6290689598960274,32,8,2.1243125225310586,1,10,balanced,0,0,32,32,False,,2.1243125225310586,False,False,False,True,0,14,46,1,0,balanced
1784703965517.693,0.4,0.3,0.3,630.4882260596546,656.8888888888889,0.12609764521193093,297.96454574232354,399.7594175371953,0.019210443345051603,1.0,1.0,1.0,29,8,2.243797808911712,1,10,balanced,1,1,29,29,False,,2.243797808911712,False,False,False,True,0,15,46,1,0,balanced
1784703968342.801,0.4,0.3,0.3,621.9089481946623,645.7777777777778,0.12438178963893247,313.8146678424456,396.1346266901823,0.02026782307154407,1.0,1.0,1.0,32,8,2.244166937222964,1,10,balanced,0,0,32,32,False,,2.244166937222964,False,False,False,True,0,16,46,1,0,balanced
1784703971172.041,0.4,0.3,0.3,631.4646781789639,658.1111111111111,0.12629293563579277,292.32510288065845,393.0864197530864,0.01883422967849623,1.0,1.0,1.0,29,8,2.243832556842134,1,10,balanced,1,1,29,29,False,,2.243832556842134,False,False,False,True,0,17,46,1,0,balanced
1784703974000.9001,0.4,0.3,0.3,621.3014128728413,645.7777777777778,0.12426028257456825,293.4171075837742,373.5111699000588,0.01890707855795692,1.0,1.0,1.0,32,8,2.2446237634027857,1,10,balanced,0,0,32,32,False,,2.2446237634027857,False,False,False,True,0,18,46,1,0,balanced
1784703976828.5972,0.4,0.3,0.3,629.6028257456829,656.2222222222222,0.12592056514913658,237.14150047483378,313.9696106362773,0.015152868610729404,1.0,1.0,1.0,29,8,2.2450859133571264,1,10,balanced,1,1,29,29,False,,2.2450859133571264,False,False,False,True,0,19,46,1,0,balanced
1784703979647.135,0.4,0.3,0.3,623.6923076923076,647.4444444444445,0.12473846153846152,296.8320105820105,381.93415637860085,0.01913489063255574,1.0,1.0,1.0,32,8,2.2443641481948484,1,10,balanced,0,0,32,32,False,,2.2443641481948484,False,False,False,True,0,20,46,1,0,balanced
1784703985711.0232,0.4,0.3,0.3,628.4379905808477,653.8888888888889,0.12568759811616953,623.5768369175627,632.7157258064516,0.04093241073499417,0.9224882260596545,0.9027777777777778,0.9224882260596545,29,8,2.21419170535093,1,10,balanced,1,1,29,29,False,,2.21419170535093,False,False,False,True,0,21,46,1,0,balanced
1784703988540.528,0.4,0.3,0.3,631.7739403453689,657.8888888888889,0.1263547880690738,289.32098765432096,363.20987654320993,0.018633821724771245,1.0,1.0,1.0,29,8,2.243867938254939,1,10,balanced,2,2,29,29,False,,2.243867938254939,False,False,False,True,0,22,46,1,0,balanced
1784703991367.105,0.4,0.3,0.3,623.5007849293563,646.8888888888889,0.12470015698587127,312.063492063492,389.57231040564375,0.020151000137657905,1.0,1.0,1.0,32,8,2.244074637164354,1,10,balanced,0,0,32,32,False,,2.244074637164354,False,False,False,True,0,23,46,1,0,balanced
1784703994288.012,0.4,0.3,0.3,629.6734693877551,656.0,0.12593469387755102,251.66666666666666,321.4285714285714,0.016121859017122524,1.0,1.0,1.0,29,8,2.2447895647438427,1,10,balanced,1,1,29,29,False,,2.2447895647438427,False,False,False,True,0,24,46,1,0,balanced
1784703997115.5469,0.4,0.3,0.3,622.0910518053374,645.7777777777778,0.12441821036106748,282.7219282774838,367.3398001175779,0.018193590945796118,1.0,1.0,1.0,32,8,2.244774638571834,1,10,balanced,0,0,32,32,False,,2.244774638571834,False,False,False,True,0,25,46,1,0,balanced
1784703999931.426,0.4,0.3,0.3,631.353218210361,658.0,0.1262706436420722,283.30959164292494,354.0218423551757,0.018232794639287855,1.0,1.0,1.0,29,8,2.244021904151385,1,10,balanced,1,1,29,29,False,,2.244021904151385,False,False,False,True,0,26,46,1,0,balanced
1784704002756.5752,0.4,0.3,0.3,621.5227629513342,646.2222222222222,0.12430455259026685,304.9830981775426,381.72398589065256,0.019678658984492503,1.0,1.0,1.0,32,8,2.2443745812685454,1,10,balanced,0,0,32,32,False,,2.2443745812685454,False,False,False,True,0,27,46,1,0,balanced
1784704005579.917,0.4,0.3,0.3,630.6875981161695,656.6666666666666,0.1261375196232339,270.2263374485597,347.4485596707819,0.01735999582712206,1.0,1.0,1.0,29,8,2.2443369934025696,1,10,balanced,1,1,29,29,False,,2.2443369934025696,False,False,False,True,0,28,46,1,0,balanced
1784704008396.077,0.4,0.3,0.3,622.1585557299843,645.6666666666666,0.12443171114599685,304.97742200328406,392.73262178434584,0.01967828032043256,1.0,1.0,1.0,32,8,2.2443238314454717,1,10,balanced,0,0,32,32,False,,2.2443238314454717,False,False,False,True,0,29,46,1,0,balanced
1784704011217.222,0.4,0.3,0.3,629.9576138147567,656.4444444444445,0.12599152276295134,310.96193415637856,413.7007642563198,0.02007751395306061,1.0,1.0,1.0,29,8,2.243580136708901,1,10,balanced,1,1,29,29,False,,2.243580136708901,False,False,False,True,0,30,46,1,0,balanced
1784704014042.345,0.4,0.3,0.3,622.9324960753532,646.3333333333334,0.12458649921507065,313.968253968254,390.07936507936506,0.020278068977201733,1.0,1.0,1.0,32,8,2.244081979620811,1,10,balanced,0,0,32,32,False,,2.244081979620811,False,False,False,True,0,31,46,1,0,balanced
1784704019787.574,0.4,0.3,0.3,631.4238618524333,657.4444444444445,0.12628477237048666,242.06716637272189,322.0561434450323,0.015481465401782647,1.0,1.0,1.0,29,8,2.2448416514312703,1,10,balanced,1,1,29,29,False,,2.2448416514312703,False,False,False,True,0,32,46,1,0,balanced
1784704022614.367,0.4,0.3,0.3,621.3281004709576,645.0,0.12426562009419151,267.55878894767784,343.1937095825985,0.017182040623594252,1.0,1.0,1.0,32,8,2.245139139775245,1,10,balanced,0,0,32,32,False,,2.245139139775245,False,False,False,True,0,33,46,1,0,balanced
1784704025442.445,0.4,0.3,0.3,629.8916797488226,656.0,0.12597833594976454,257.2222222222222,324.9382716049383,0.016492476465792005,1.0,1.0,1.0,29,8,2.2446609226803567,1,10,balanced,1,1,29,29,False,,2.2446609226803567,False,False,False,True,0,34,46,1,0,balanced
1784704028261.076,0.4,0.3,0.3,621.861852433281,645.5555555555555,0.1243723704866562,275.19841269841265,356.5873015873016,0.017691688638986836,1.0,1.0,1.0,32,8,2.2449435452136415,1,10,balanced,0,0,32,32,False,,2.2449435452136415,False,False,False,True,0,35,46,1,0,balanced
1784704031082.104,0.4,0.3,0.3,629.8178963893249,655.6666666666666,0.12596357927786497,287.4757495590829,357.81746031746036,0.01851072378646317,1.0,1.0,1.0,29,8,2.244061351152915,1,10,balanced,1,1,29,29,False,,2.244061351152915,False,False,False,True,0,36,46,1,0,balanced
1784704033910.568,0.4,0.3,0.3,621.3233908948195,646.1111111111111,0.12426467817896389,284.61272780717223,370.09847148736037,0.018319728339371063,1.0,1.0,1.0,32,8,2.244798210226603,1,10,balanced,0,0,32,32,False,,2.244798210226603,False,False,False,True,0,37,46,1,0,balanced
1784704036939.086,0.4,0.3,0.3,551.5478806907378,578.5555555555555,0.11030957613814756,223.84912634408602,297.2099014336917,0.014266119169051768,0.8885400313971743,0.8888888888888888,0.8885400313971743,29,8,2.2181583432131777,1,10,balanced,1,1,29,29,False,,2.2181583432131777,False,False,False,True,0,38,46,1,0,balanced
1784704039765.362,0.4,0.3,0.3,629.8806907378336,656.2222222222222,0.12597613814756672,252.69547325102877,329.23574368018814,0.016190491877987243,1.0,1.0,1.0,29,8,2.244752397177577,1,10,balanced,2,2,29,29,False,,2.244752397177577,False,False,False,True,0,39,46,1,0,balanced
1784704042786.021,0.4,0.3,0.3,535.0533751962323,585.8888888888889,0.10701067503924647,280.236335125448,323.2426075268817,0.018027774191157305,0.8398744113029827,0.8888888888888888,0.8398744113029827,32,8,2.203749721117849,1,10,balanced,0,0,32,32,False,,2.203749721117849,False,False,False,True,0,40,46,1,0,balanced
1784704045608.185,0.4,0.3,0.3,628.5918367346939,654.7777777777778,0.12571836734693878,258.7559354226021,327.3836657169991,0.016594792222988798,1.0,1.0,1.0,29,8,2.244734215394328,1,10,balanced,1,1,29,29,False,,2.244734215394328,False,False,False,True,0,41,46,1,0,balanced
1784704048428.7861,0.4,0.3,0.3,620.9591836734693,644.8888888888889,0.12419183673469386,282.9313639035861,364.41358024691357,0.018207562635329293,1.0,1.0,1.0,32,8,2.2448609965155235,1,10,balanced,0,0,32,32,False,,2.2448609965155235,False,False,False,True,0,42,46,1,0,balanced
