timestamp,alpha,beta,delta,power_wam,power_mean,power_normalized,delay_wam,delay_mean,delay_normalized,pdr_wam,pdr_mean,pdr_normalized,current_sf_len,last_ts_in_schedule,reward,action,returned_reward,terminated,truncated,wait_timeout,valid_cycle,wait_attempts,cycle_idx,seed,alpha_weight,beta_weight,delta_weight,profile
1781487731079.7651,0.4,0.3,0.3,777.8147566718995,848.7777777777778,0.15556295133437992,161.59140667761355,168.41680350301039,0.010112835668953539,0.9761137876901422,0.9645593869731801,0.9761137876901422,11,8,2.2275751050726047,0,2.2275751050726047,False,False,False,True,0,1,19,0.4,0.3,0.3,balanced
1781487734398.009,0.4,0.3,0.3,738.2339089481947,795.8888888888889,0.14764678178963894,121.54761904761902,152.0620223398001,0.0074414689157851245,1.0,1.0,1.0,13,8,2.2387088466094087,0,2.2387088466094087,False,False,False,True,0,2,19,0.4,0.3,0.3,balanced
1781487737818.429,0.4,0.3,0.3,776.6075353218209,844.0,0.15532150706436418,84.11522633744855,103.25102880658436,0.004944311296694366,1.0,1.0,1.0,11,8,2.236388103785246,1,2.236388103785246,False,False,False,True,0,3,19,0.4,0.3,0.3,balanced
1781487741144.788,0.4,0.3,0.3,740.1145996860282,797.4444444444445,0.14802291993720565,111.2389770723104,150.81128747795415,0.006753767649920641,0.9428122897510652,0.9603174603174602,0.9428122897510652,13,8,2.221608388655461,0,2.221608388655461,False,False,False,True,0,4,19,0.4,0.3,0.3,balanced
1781487744365.969,0.4,0.3,0.3,724.0282574568288,777.2222222222222,0.14480565149136576,133.41563786008228,177.90123456790127,0.008233197989331706,1.0,1.0,1.0,14,8,2.2396077800066543,0,2.2396077800066543,False,False,False,True,0,5,19,0.4,0.3,0.3,balanced
1781487747482.462,0.4,0.3,0.3,703.6091051805337,750.5555555555555,0.14072182103610673,151.9510582010582,185.30129335684893,0.009469717024753715,1.0,1.0,1.0,16,8,2.240870356478131,0,2.240870356478131,False,False,False,True,0,6,19,0.4,0.3,0.3,balanced
1781487750608.292,0.4,0.3,0.3,691.4395604395604,735.1111111111111,0.13828791208791208,151.96428571428572,189.92063492063494,0.009470599447250549,1.0,1.0,1.0,17,8,2.24184365533066,0,2.24184365533066,False,False,False,True,0,7,19,0.4,0.3,0.3,balanced
1781487753634.301,0.4,0.3,0.3,678.6640502354787,718.1111111111111,0.13573281004709575,175.49603174603175,219.80158730158732,0.011040429069114859,1.0,1.0,1.0,19,8,2.2423947472604273,0,2.2423947472604273,False,False,False,True,0,8,19,0.4,0.3,0.3,balanced
1781487756847.34,0.4,0.3,0.3,623.2276295133437,619.0,0.12464552590266874,167.07765830346477,215.520908004779,0.01047882977341326,0.9419152276295133,0.8888888888888888,0.9419152276295133,20,8,2.2295727089957627,0,2.2295727089957627,False,False,False,True,0,9,19,0.4,0.3,0.3,balanced
1781487759865.225,0.4,0.3,0.3,660.0675039246469,694.5555555555555,0.13201350078492938,209.99999999999997,269.94708994709,0.013342228152101399,1.0,1.0,1.0,22,8,2.2431919312403976,0,2.2431919312403976,False,False,False,True,0,10,19,0.4,0.3,0.3,balanced
1781487766371.4211,0.4,0.3,0.3,653.2857142857142,685.8888888888889,0.13065714285714283,223.51998824221045,285.37477954144623,0.014244161990807901,1.0,1.0,1.0,23,8,2.2434638942599006,0,2.2434638942599006,False,False,False,True,0,11,19,0.4,0.3,0.3,balanced
1781487769287.602,0.4,0.3,0.3,644.1114599686027,674.3333333333334,0.12882229199372056,219.98152709359604,279.5265462506842,0.0140081072110471,1.0,1.0,1.0,25,8,2.2442686510391976,0,2.2442686510391976,False,False,False,True,0,12,19,0.4,0.3,0.3,balanced
1781487772129.541,0.4,0.3,0.3,640.6656200941915,670.0,0.1281331240188383,203.1760728982951,245.69958847736623,0.012886996190680127,1.0,1.0,1.0,26,8,2.2448806515352606,0,2.2448806515352606,False,False,False,True,0,13,19,0.4,0.3,0.3,balanced
1781487774950.564,0.4,0.3,0.3,632.9058084772371,659.3333333333334,0.12658116169544742,199.5730452674897,253.24955908289243,0.012646634107237473,1.0,1.0,1.0,28,8,2.2455735450896497,0,2.2455735450896497,False,False,False,True,0,14,19,0.4,0.3,0.3,balanced
1781487777772.492,0.4,0.3,0.3,629.6640502354788,655.3333333333334,0.12593281004709578,213.37595532039975,269.48706643151087,0.013567441982681772,1.0,1.0,1.0,29,8,2.245556643386357,0,2.245556643386357,False,False,False,True,0,15,19,0.4,0.3,0.3,balanced
1781487780596.794,0.4,0.3,0.3,621.8916797488225,645.3333333333334,0.12437833594976451,248.09044882320742,299.896004378763,0.01588328544517728,1.0,1.0,1.0,32,8,2.245483679986541,0,2.245483679986541,False,False,False,True,0,16,19,0.4,0.3,0.3,balanced
1781487783319.55,0.4,0.3,0.3,618.8979591836735,640.6666666666666,0.1237795918367347,288.6657169990503,359.96201329534665,0.018590107871851252,0.9958718530147102,0.9958847736625513,0.9958718530147102,34,8,2.243672686808164,0,2.243672686808164,False,False,False,True,0,17,19,0.4,0.3,0.3,balanced
1781487786133.8552,0.4,0.3,0.3,622.0062794348509,646.0,0.12440125588697017,257.6382047071702,324.055829228243,0.016520227131899278,1.0,1.0,1.0,32,8,2.2452834295056423,1,2.2452834295056423,False,False,False,True,0,18,19,0.4,0.3,0.3,balanced
1781487788859.967,0.4,0.3,0.3,617.2998430141286,639.0,0.12345996860282571,267.2008547008547,331.83760683760687,0.017158162421671425,1.0,1.0,1.0,34,8,2.245468563832368,0,2.245468563832368,False,False,False,True,0,19,19,0.4,0.3,0.3,balanced
1781487791682.0469,0.4,0.3,0.3,615.557299843014,637.3333333333334,0.1231114599686028,273.7698412698412,333.8888888888889,0.017596387009328966,1.0,1.0,1.0,35,8,2.2454764999097603,0,2.2454764999097603,False,False,False,True,0,20,19,0.4,0.3,0.3,balanced
1781487794407.1392,0.4,0.3,0.3,610.3516483516482,630.6666666666666,0.12207032967032964,318.01123773345995,383.05951250395697,0.020547781036254834,1.0,1.0,1.0,37,8,2.2450075338209916,0,2.2450075338209916,False,False,False,True,0,21,19,0.4,0.3,0.3,balanced
1781487797126.333,0.4,0.3,0.3,609.3861852433281,629.3333333333334,0.12187723704866563,344.9706055261611,426.5432098765432,0.022346271215887996,1.0,1.0,1.0,38,8,2.2445452238157673,0,2.2445452238157673,False,False,False,True,0,22,19,0.4,0.3,0.3,balanced
1781487803437.47,0.4,0.3,0.3,608.3940345368917,627.8888888888889,0.12167880690737834,363.6419753086419,452.8395061728395,0.023591859593638555,1.0,1.0,1.0,40,8,2.244250919358957,0,2.244250919358957,False,False,False,True,0,23,19,0.4,0.3,0.3,balanced
1781487806159.3872,0.4,0.3,0.3,606.5368916797488,625.0,0.12130737833594976,355.6922398589065,440.7951205173428,0.02306152367304246,1.0,1.0,1.0,41,8,2.2445585915637074,0,2.2445585915637074,False,False,False,True,0,24,19,0.4,0.3,0.3,balanced
1781487808880.5598,0.4,0.3,0.3,603.4536891679749,621.5555555555555,0.12069073783359498,387.03680897646416,475.29967159277504,0.025152555635521292,1.0,1.0,1.0,43,8,2.2441779381759055,0,2.2441779381759055,False,False,False,True,0,25,19,0.4,0.3,0.3,balanced
1781487811601.1418,0.4,0.3,0.3,600.5604395604395,618.2222222222222,0.1201120879120879,426.7203115814227,525.706937095826,0.027799887363670627,1.0,1.0,1.0,44,8,2.2436151986260637,0,2.2436151986260637,False,False,False,True,0,26,19,0.4,0.3,0.3,balanced
1781487814324.2568,0.4,0.3,0.3,602.3971742543171,619.8888888888889,0.12047943485086342,395.9685479129923,488.9447383891828,0.02574840212895212,1.0,1.0,1.0,43,8,2.244083705420969,1,2.244083705420969,False,False,False,True,0,27,19,0.4,0.3,0.3,balanced
1781487817039.188,0.4,0.3,0.3,602.7394034536892,620.3333333333334,0.12054788069073784,438.8800705467371,541.5402704291594,0.028611078755619555,1.0,1.0,1.0,44,8,2.243197524097019,0,2.243197524097019,False,False,False,True,0,28,19,0.4,0.3,0.3,balanced
1781487819761.817,0.4,0.3,0.3,597.9748822605966,614.2222222222222,0.11959497645211932,452.3514058667315,551.0657017170428,0.02950976690238369,0.9903005158107199,0.9920634920634921,0.9903005158107199,46,8,2.240399234091653,0,2.240399234091653,False,False,False,True,0,29,19,0.4,0.3,0.3,balanced
1781487822484.066,0.4,0.3,0.3,597.1993720565149,614.1111111111111,0.11943987441130298,436.88286808976466,553.5098522167486,0.028477843101385233,1.0,1.0,1.0,47,8,2.2436806973050634,0,2.2436806973050634,False,False,False,True,0,30,19,0.4,0.3,0.3,balanced
1781487825206.226,0.4,0.3,0.3,595.9544740973313,610.6666666666666,0.11919089481946625,478.4134332745444,594.2739564961787,0.031248394481290485,1.0,1.0,1.0,49,8,2.2429491237278265,0,2.2429491237278265,False,False,False,True,0,31,19,0.4,0.3,0.3,balanced
1781487827919.8289,0.4,0.3,0.3,595.4850863422292,611.2222222222222,0.11909701726844585,483.1376573617953,606.2356321839081,0.03156355285935926,1.0,1.0,1.0,50,8,2.2428921272348137,0,2.2428921272348137,False,False,False,True,0,32,19,0.4,0.3,0.3,balanced
1781487830641.274,0.4,0.3,0.3,594.5745682888539,609.0,0.11891491365777078,490.436507936508,589.047619047619,0.032050467507438826,1.0,1.0,1.0,52,8,2.24281889428466,0,2.24281889428466,False,False,False,True,0,33,19,0.4,0.3,0.3,balanced
1781487833455.6301,0.4,0.3,0.3,503.651491365777,544.6666666666666,0.1007302982731554,463.2359617682198,513.0525686977301,0.03023588804324348,0.8398744113029827,0.8888888888888888,0.8398744113029827,53,8,2.2025994376686597,0,2.2025994376686597,False,False,False,True,0,34,19,0.4,0.3,0.3,balanced
1781487839857.0981,0.4,0.3,0.3,506.4646781789639,548.0,0.10129293563579278,441.09677419354836,491.7610513739546,0.028758957584626307,0.8398744113029826,0.8888888888888888,0.8398744113029826,52,8,2.2028174618611898,1,2.2028174618611898,False,False,False,True,0,35,19,0.4,0.3,0.3,balanced
1781487842479.3079,0.4,0.3,0.3,590.7284144427001,605.5555555555555,0.11814568288854002,510.8499525166191,652.9360557138335,0.033412271682229426,0.9940694226408512,0.9958847736625513,0.9940694226408512,53,8,2.2409388721321704,0,2.2409388721321704,False,False,False,True,0,36,19,0.4,0.3,0.3,balanced
1781487845096.472,0.4,0.3,0.3,588.4489795918367,602.8888888888889,0.11768979591836735,459.3819246597024,576.2234884457107,0.029978780831200962,1.0,1.0,1.0,55,8,2.243930447383293,0,2.243930447383293,False,False,False,True,0,37,19,0.4,0.3,0.3,balanced
1781487847717.226,0.4,0.3,0.3,588.8524332810047,602.0,0.11777048665620093,499.1497648442093,592.6851851851851,0.032631738815490946,1.0,1.0,1.0,56,8,2.2431022836928722,0,2.2431022836928722,False,False,False,True,0,38,19,0.4,0.3,0.3,balanced
1781487850439.6592,0.4,0.3,0.3,589.6059654631083,604.6666666666666,0.11792119309262167,497.2010125889437,607.7764094143405,0.03250173532948257,1.0,1.0,1.0,56,8,2.2430810021641063,2,2.2430810021641063,False,False,False,True,0,39,19,0.4,0.3,0.3,balanced
1781487853064.449,0.4,0.3,0.3,588.5745682888539,602.5555555555555,0.11771491365777079,504.49746755302306,616.2377334599557,0.03298849016364397,1.0,1.0,1.0,55,8,2.2430174874877986,1,2.2430174874877986,False,False,False,True,0,40,19,0.4,0.3,0.3,balanced
1781487855788.734,0.4,0.3,0.3,586.021978021978,600.2222222222222,0.1172043956043956,502.7564667842445,623.1584362139919,0.03287234601629383,1.0,1.0,1.0,56,8,2.2432565379533536,0,2.2432565379533536,False,False,False,True,0,41,19,0.4,0.3,0.3,balanced
1781487858611.998,0.4,0.3,0.3,499.5211930926217,539.6666666666666,0.09990423861852434,531.2412763152473,587.3147530177563,0.03477260015445279,0.8361590790162217,0.8851851851851852,0.8361590790162217,58,8,2.2004542482111207,0,2.2004542482111207,False,False,False,True,0,42,19,0.4,0.3,0.3,balanced
1781487861236.165,0.4,0.3,0.3,586.0894819466247,599.0,0.11721789638932494,580.1851851851851,719.8765432098766,0.03803770414844464,1.0,1.0,1.0,59,8,2.2417015301997365,0,2.2417015301997365,False,False,False,True,0,43,19,0.4,0.3,0.3,balanced
1781487863959.027,0.4,0.3,0.3,584.2700156985871,596.7777777777778,0.11685400313971743,588.2204433497536,713.3223864258348,0.03857374538690818,1.0,1.0,1.0,61,8,2.2416862751280404,0,2.2416862751280404,False,False,False,True,0,44,19,0.4,0.3,0.3,balanced
1781487866683.255,0.4,0.3,0.3,585.8147566718994,598.7777777777778,0.11716295133437989,559.902162014231,668.752052545156,0.03668460053463849,1.0,1.0,1.0,59,8,2.2421294393058564,1,2.2421294393058564,False,False,False,True,0,45,19,0.4,0.3,0.3,balanced
1781487869307.944,0.4,0.3,0.3,585.0423861852432,597.4444444444445,0.11700847723704864,620.4629629629629,730.0176366843033,0.040724680651298396,1.0,1.0,1.0,61,8,2.240979204909791,0,2.240979204909791,False,False,False,True,0,46,19,0.4,0.3,0.3,balanced
1781487875517.968,0.4,0.3,0.3,583.6875981161695,595.7777777777778,0.1167375196232339,589.2117758784424,706.2788857233302,0.03863987831077,0.9940694226408511,0.9958847736625513,0.9940694226408511,64,8,2.239933855449731,0,2.239933855449731,False,False,False,True,0,47,19,0.4,0.3,0.3,balanced
1781487878138.733,0.4,0.3,0.3,583.6373626373626,596.3333333333334,0.11672747252747251,623.2011712567268,775.56821779044,0.04090734965021526,1.0,1.0,1.0,61,8,2.2410368060939465,1,2.2410368060939465,False,False,False,True,0,48,19,0.4,0.3,0.3,balanced
1781487880752.9858,0.4,0.3,0.3,581.1962323390894,593.5555555555555,0.11623924646781789,618.7725546058879,748.8619816397595,0.04061191158144682,1.0,1.0,1.0,64,8,2.241320727938439,0,2.241320727938439,False,False,False,True,0,49,19,0.4,0.3,0.3,balanced
1781487883574.1611,0.4,0.3,0.3,492.894819466248,531.4444444444445,0.0985789638932496,586.0483870967741,656.7013888888889,0.03842884503647593,0.8398744113029827,0.8888888888888888,0.8398744113029827,65,8,2.2010020843226523,0,2.2010020843226523,False,False,False,True,0,50,19,0.4,0.3,0.3,balanced
1781487886197.673,0.4,0.3,0.3,580.4113029827315,591.7777777777778,0.1160822605965463,672.3615068059512,797.7524533080089,0.044186891714873326,1.0,1.0,1.0,67,8,2.2403110282469196,0,2.2403110282469196,False,False,False,True,0,51,19,0.4,0.3,0.3,balanced
1781487888820.535,0.4,0.3,0.3,580.2731554160125,592.2222222222222,0.1160546310832025,679.4900058788946,860.0734861845972,0.0446624420199396,1.0,1.0,1.0,65,8,2.2401794149607372,1,2.2401794149607372,False,False,False,True,0,52,19,0.4,0.3,0.3,balanced
1781487891437.866,0.4,0.3,0.3,580.7189952904239,592.0,0.11614379905808478,722.2220526387192,857.4344277122054,0.04751314560631883,0.9942812289751064,0.9960317460317462,0.9942812289751064,67,8,2.2375729053874025,0,2.2375729053874025,False,False,False,True,0,53,19,0.4,0.3,0.3,balanced
1781487894063.178,0.4,0.3,0.3,581.4678178963893,593.5555555555555,0.11629356357927786,655.3571428571428,832.7380952380953,0.04305251119794148,1.0,1.0,1.0,68,8,2.2405668212089065,0,2.2405668212089065,False,False,False,True,0,54,19,0.4,0.3,0.3,balanced
1781487896676.6619,0.4,0.3,0.3,580.7001569858712,592.2222222222222,0.11614003139717424,743.1687242798354,934.9382716049381,0.048910521966633445,1.0,1.0,1.0,67,8,2.2388708308511402,1,2.2388708308511402,False,False,False,True,0,55,19,0.4,0.3,0.3,balanced
1781487899289.573,0.4,0.3,0.3,581.2527472527472,593.3333333333334,0.11625054945054944,750.1771017048794,909.5884773662551,0.04937805881953832,1.0,1.0,1.0,65,8,2.238686362573919,1,2.238686362573919,False,False,False,True,0,56,19,0.4,0.3,0.3,balanced
1781487902215.139,0.4,0.3,0.3,583.7205651491365,595.2222222222222,0.1167441130298273,797.8209175084176,1096.2973484848485,0.05255643212197582,0.7744041672613101,0.8454335016835017,0.7744041672613101,64,8,2.1698566753298696,1,2.1698566753298696,False,False,False,True,0,57,19,0.4,0.3,0.3,balanced
