seed,profile,cycles,sf_len,power_normalized,power_raw,delay_normalized,delay_ms,pdr,reward,delay_ms_median,delay_ms_p95,pdr_p05,sf_terminal_mode,sf_terminal_median,sf_start,sf_end
43,balanced,300,29.94,0.12409859095417727,647.3618518518518,0.024337434033206883,454.63345498674784,0.9788459361379455,2.2358987266266186,371.3609641387419,506.7287733459958,0.8884576612903226,29,29.0,11,32
43,delay,300,10.443333333333333,0.15673039402647518,858.2888888888889,0.010687364576722048,209.8998274920515,0.9880020390304555,2.07428348552223,129.5186654908877,237.6523425134537,0.9751763668430335,10,10.0,29,10
43,energy,300,64.27333333333333,0.11630632105949866,595.6477777777777,0.04819369254926182,895.244838521734,0.9921251470238938,2.0012145749376713,858.727445394112,963.9173882737102,0.9883552271483306,68,68.0,10,68
43,reliability,300,13.623333333333333,0.15369371044744032,837.9418518518519,0.015598373249268759,343.06324776016703,0.9889070392806283,2.7723948223126476,124.74121557454892,778.9992616295299,0.9818581907662367,10,10.0,68,10
44,balanced,300,29.846666666666668,0.12384505321281808,646.6533333333333,0.023001939919357478,439.31942405960405,0.9783502183464913,2.2354923450177284,363.16081038303264,767.3098737172331,0.8757840501792115,29,29.0,11,29
44,delay,300,10.516666666666667,0.1576829505641725,861.9214814814816,0.011732838666296482,221.25793711347194,0.9950189066302031,2.0743073073229508,142.71384479717813,294.7793209876544,0.9958847736625512,10,10.0,32,10
44,energy,300,64.27333333333333,0.1158148958660387,593.2511111111112,0.04644929452308266,868.2306473313904,0.9884510771107402,2.001386142730149,862.7797562519785,985.1778365667253,0.9280222734254991,68,68.0,10,68
44,reliability,300,13.623333333333333,0.1536678178963893,837.687037037037,0.012168508000653899,228.1954578643365,0.9883887416407743,2.7724229144646277,142.11775878442546,660.0383260665828,0.9871144801700356,10,10.0,68,10
45,balanced,300,29.886666666666667,0.12386833631067162,646.1381481481482,0.023580396922022136,440.75376891354796,0.9778925762147384,2.235745982856598,361.1401098901099,586.6298049785183,0.8414141414141415,29,29.0,11,29
45,delay,300,10.516666666666667,0.15688296267073848,858.3696296296296,0.01119468186534302,211.16767733251817,0.9896543699784441,2.074113271754567,138.6302175191064,261.09156378600835,0.9825132275132276,10,10.0,32,10
45,energy,300,64.27666666666667,0.1159353592028521,593.8603703703704,0.0442864977091014,833.2956864859975,0.9886479672354513,2.001500947009494,864.3369985981096,1005.1633141762452,0.8888888888888888,68,68.0,10,68
45,reliability,300,13.623333333333333,0.15347401687087991,836.5192592592592,0.014785136012757976,285.2808919910669,0.9876543666115662,2.771738195001357,147.61000316555874,691.8150352733687,0.9788387907656233,10,10.0,68,10
46,balanced,300,29.936666666666667,0.1244020597467919,648.7885185185186,0.021030254026637954,409.0303613337885,0.9843434120137825,2.2382986826249924,365.0957581513137,465.13425925925935,0.8888888888888888,29,29.0,11,32
46,delay,300,10.443333333333333,0.15671642168639444,858.0574074074075,0.010105751287096034,193.27229884208643,0.987577101480181,2.0747382532534773,147.09136028580474,348.3367702256593,0.9870542292956087,10,10.0,29,10
46,energy,300,64.27666666666667,0.11538464259549969,591.6225925925926,0.04601534993022318,859.6234460337712,0.9836566764143834,2.0012042053632944,860.2763080540858,999.1664518608964,0.8888888888888888,68,68.0,10,68
46,reliability,300,13.623333333333333,0.15373042659378455,837.9225925925927,0.010427016489052015,203.5207937933636,0.9889282787993288,2.773038274695028,132.42325249187996,626.6189045451499,0.9770057265274175,10,10.0,68,10
47,balanced,300,29.766666666666666,0.12432730804066865,649.0133333333333,0.024755309462254113,468.487143084572,0.9796545412737011,2.2358313587995973,366.3168724279835,546.0943664444394,0.8533938172043011,29,29.0,11,29
47,delay,300,10.516666666666667,0.15735645328246964,860.6014814814814,0.010105909729425292,196.98392029826044,0.9921733936088981,2.0751944740426578,129.79497354497357,303.1385440691,0.9880805408583185,10,10.0,32,10
47,energy,300,64.27666666666667,0.11582875148902265,592.8588888888889,0.04772232171956292,894.58547228112,0.9869030060515214,2.001159529743472,868.2705406555981,1064.0416062403615,0.9740446796002352,68,68.0,10,68
47,reliability,300,13.623333333333333,0.15409966091051805,840.0833333333333,0.012171428862345698,236.52668678238814,0.9910491330957486,2.774465264767889,144.18882557771445,608.2898069009182,0.9793430335097001,10,10.0,68,10
48,balanced,300,29.946666666666665,0.12479363683935107,650.2822222222222,0.020578443984757968,391.58975994888766,0.9879296379396834,2.2397696535944727,359.5995002939448,475.41277189888297,0.8888888888888888,29,29.0,11,32
48,delay,300,10.443333333333333,0.1571185018188694,859.6418518518519,0.020206473454145644,359.9713979042524,0.990121904080343,2.066956331625049,158.48267987156873,367.1345972567237,0.9759003324616351,10,10.0,29,10
48,energy,300,64.27666666666667,0.11612613613939099,594.5885185185185,0.04428449538406185,834.3509366933563,0.9901933530274334,2.0015525984745297,868.8522802938512,989.5473985890653,0.9917695473251028,68,68.0,10,68
48,reliability,300,13.623333333333333,0.15356017477760328,837.6088888888888,0.013742318407691644,256.5468443637039,0.9874401064389531,2.770784144803255,162.51582779360558,669.167214012042,0.8888888888888888,10,10.0,68,10
49,balanced,300,29.83,0.12382191932880952,646.1507407407406,0.024433102414147402,458.34817400657806,0.9762594435195827,2.2349357845116837,359.58406819517927,736.6680110490034,0.8644489247311828,29,29.0,11,32
49,delay,300,10.443333333333333,0.1573971594049088,860.5592592592593,0.016014057193842857,295.79767768274183,0.9921070034941287,2.070547063145581,139.65348437570657,317.0580540858321,0.9914354678243568,10,10.0,29,10
49,energy,300,64.27666666666667,0.11622521507064361,595.6992592592593,0.0466409359339839,870.7880709605882,0.9917032687738072,2.001301563655101,862.7318615824363,973.0228542034097,0.9917695473251028,68,68.0,10,68
49,reliability,300,13.623333333333333,0.15436831016660676,840.6255555555556,0.01064238924954499,208.1242727834616,0.9925188802966579,2.7769244765653323,139.6351693573916,655.3098177542622,0.9879335684891241,10,10.0,68,10
