cycle_idx,sf_len_mean,sf_len_sd,sf_len_ci95,sf_len_n,power_normalized_mean,power_normalized_sd,power_normalized_ci95,power_normalized_n,delay_normalized_mean,delay_normalized_sd,delay_normalized_ci95,delay_normalized_n,pdr_mean,pdr_sd,pdr_ci95,pdr_n
17,30.125,1.5526475085202969,1.298032488277932,8,0.12237630559916271,0.002782956342942168,0.0023265858649660492,8,0.021846175912287547,0.00889511641203596,0.007436427151994474,8,0.9695309874969311,0.02060569729262627,0.017226617363357507,8
18,30.875,1.5526475085202969,1.298032488277932,8,0.12241285975928828,0.0027305893440960414,0.0022828064073345702,8,0.022227383987663496,0.008906579394819118,0.007446010347139191,8,0.9707147063370996,0.02127929549188747,0.017789753775124158,8
19,29.75,1.3887301496588271,1.1609955523170619,8,0.12262619047619044,0.0026129614488045426,0.002184468034472573,8,0.022342067501932034,0.008481874009462771,0.007090951400975346,8,0.9749777360752756,0.018928898570704133,0.015824792927731333,8
20,31.25,1.3887301496588271,1.1609955523170619,8,0.12235145473574041,0.00282704519191316,0.0023634446870883135,8,0.023315394087554123,0.008206889564412045,0.0068610610095708666,8,0.9710890776920533,0.024832673051863364,0.020760421290226913,8
21,29.25,1.164964745021435,0.9739249111199487,8,0.12257538199895339,0.0024742722406464186,0.0020685221440016888,8,0.02317025405167012,0.007577108280571877,0.006334556080121043,8,0.9729420698467697,0.02151231429704364,0.01798456037341038,8
22,30.875,1.5526475085202969,1.298032488277932,8,0.12249135792778645,0.00253064435763691,0.0021156499298546393,8,0.02070429809162291,0.0025473094059150813,0.002129582115985155,8,0.9745338452950014,0.022499594214021784,0.01880993857434105,8
23,30.125,1.5526475085202969,1.298032488277932,8,0.12272630821559388,0.002474178769225107,0.002068444000739343,8,0.020794243075807663,0.0025190062600752993,0.0021059203365929235,8,0.9762887714033758,0.02243149712447791,0.01875300856666058,8
24,30.375,1.7677669529663689,1.4778749999999998,8,0.12271709052851906,0.002510987543736937,0.00209921659072378,8,0.021882435660205788,0.0028399983483331703,0.002374273685793205,8,0.9761279886994896,0.02248452587705341,0.018797341258580753,8
25,30.125,1.5526475085202969,1.298032488277932,8,0.1225808110936682,0.002667417675857421,0.0022299941126814257,8,0.021851562150445418,0.0028827367612585257,0.0024100035267069476,8,0.9751677692207517,0.02359754005308042,0.01972783485256707,8
26,30.5,1.6035674514745464,1.340602189316428,8,0.12246020669806382,0.0027885071078510245,0.00233122637296735,8,0.021341328033734258,0.0033446876365577824,0.002796200162347911,8,0.9732984742772333,0.02496946600779336,0.020874781890421305,8
27,30.5,1.6035674514745464,1.340602189316428,8,0.12215164573521713,0.0031146441096070116,0.0026038809333783454,8,0.021319558788853204,0.0033130086437238777,0.00276971613318567,8,0.971445482122517,0.026458069643262496,0.02211927291005335,8
28,30.0,1.6903085094570331,1.4131187848160534,8,0.12204707221350075,0.0029158656406863223,0.0024376996789640067,8,0.020316235742572398,0.003297434953537963,0.002756696335895712,8,0.9706107268613842,0.023728272218454752,0.019837128557021938,8
29,30.5,1.6035674514745464,1.340602189316428,8,0.12201909994767135,0.0029459578773975326,0.0024628571604153673,8,0.020938901567107197,0.0036436174365534336,0.003046109166149148,8,0.9713523249409451,0.02478369044432075,0.020719471225513597,8
30,30.125,1.5526475085202969,1.298032488277932,8,0.12217442700156982,0.00262193032258519,0.002191966123695438,8,0.020881906492855918,0.003618633630434151,0.0030252223957484585,8,0.9722770260971278,0.02352779582946558,0.019669527820465455,8
31,30.875,1.5526475085202969,1.298032488277932,8,0.12267779173207741,0.0024119626663694797,0.0020164305705451264,8,0.020993464300457385,0.0036827903887972774,0.0030788582379089884,8,0.9759464362480195,0.021297033123025645,0.017804582653769246,8
32,30.125,1.5526475085202969,1.298032488277932,8,0.12386889324960751,0.0017681102392178225,0.0014781619915449067,8,0.021427564909755413,0.0036212849141633164,0.0030274389016824925,8,0.9825243668864077,0.014203138814883725,0.011873999421034329,8
33,30.5,1.6035674514745464,1.340602189316428,8,0.12370535060177913,0.0017728582887870476,0.0014821314196108314,8,0.021384993454775156,0.003664855618001391,0.003063864548075895,8,0.9822652549893647,0.014012232581452056,0.011714399452690427,8
34,30.5,1.6035674514745464,1.340602189316428,8,0.12369934327577181,0.0017519630312316078,0.0014646627262924461,8,0.021288848954072848,0.0037383515973818996,0.003125308094322025,8,0.9821966678837406,0.013918607022897335,0.011636127329706751,8
