cycle_idx,sf_len_mean,sf_len_sd,sf_len_ci95,sf_len_n,power_normalized_mean,power_normalized_sd,power_normalized_ci95,power_normalized_n,delay_normalized_mean,delay_normalized_sd,delay_normalized_ci95,delay_normalized_n,pdr_mean,pdr_sd,pdr_ci95,pdr_n
241,29.25,1.164964745021435,0.9739249111199487,8,0.1247987833594976,0.0007262473030248013,0.0006071517125923993,8,0.021704192562416104,0.00324742331746806,0.002714885990627755,8,0.9848024739239242,0.016984945717457532,0.01419962433965983,8
242,30.75,1.7525491637693282,1.4651527403311915,8,0.12405063055991625,0.0018613120170522751,0.0015560798286138476,8,0.02094928561514344,0.0030891176301205037,0.002582540481342052,8,0.9793816430401303,0.023399091086042222,0.019561929065794983,8
243,29.75,1.3887301496588271,1.1609955523170619,8,0.12406879644165354,0.0018330403838620188,0.0015324443941857183,8,0.0209552744000766,0.003039739230983128,0.002541259529968516,8,0.9793485742570616,0.02336769615039934,0.019535682511951803,8
244,31.25,1.3887301496588271,1.1609955523170619,8,0.12394857666143376,0.0017409041536503116,0.0014554173680861322,8,0.02089254535183267,0.0029873194262188697,0.002497435925937463,8,0.9783552859952547,0.022672756430033966,0.018954704325029832,8
245,29.75,1.3887301496588271,1.1609955523170619,8,0.12390861590790159,0.001771705537481803,0.001481167705286169,8,0.02098110365869469,0.0030203050891830195,0.0025250123474625636,8,0.9787864202096177,0.020852946981717618,0.017433321156327907,8
246,31.25,1.3887301496588271,1.1609955523170619,8,0.12408183150183147,0.0017857980541705863,0.0014929492232438877,8,0.021229250134000996,0.003079740730204719,0.0025747012772321513,8,0.9784569877679168,0.021349756782407553,0.017848660284012465,8
247,29.75,1.3887301496588271,1.1609955523170619,8,0.12425546834118259,0.0015883622405663636,0.0013278904452524137,8,0.02045975061215307,0.0017127750581459242,0.001431901096923359,8,0.9802116507294762,0.018245901359201858,0.015253798825677812,8
248,30.875,1.5526475085202969,1.298032488277932,8,0.12440814756671896,0.0012215251831643238,0.0010212101357815796,8,0.020145108329796907,0.0017469881380094126,0.0014605036541317099,8,0.9827543879889892,0.018965975879217833,0.015855790015457033,8
249,30.125,1.5526475085202969,1.298032488277932,8,0.12392728414442697,0.0014385086960953563,0.001202611031773468,8,0.019913689428270633,0.002115149970126799,0.001768291491622093,8,0.982068746491805,0.016420107711917115,0.013727412792749031,8
250,29.875,1.807721533549109,1.5112775227022333,8,0.12378284667713235,0.0014512917711799061,0.0012132978403818528,8,0.01934852985233771,0.0017000609908001116,0.0014212719796366246,8,0.9858429443646557,0.012078077555363846,0.010097421969100998,8
251,30.125,1.5526475085202969,1.298032488277932,8,0.12367467032967028,0.0013784454746290885,0.0011523974370032362,8,0.01932114019762477,0.0018016881521486022,0.0015062335413548549,8,0.984985605544354,0.011199568584361226,0.0093629776220439,8
252,30.875,1.5526475085202969,1.298032488277932,8,0.1234332443746729,0.001957468091730493,0.0016364674943220516,8,0.018944996672128057,0.0017652641792853484,0.0014757826502999269,8,0.9831766206335172,0.015088965808739157,0.012614561725554906,8
253,29.625,1.5059406173077154,1.258984950515692,8,0.12339975928833068,0.0019202395448535638,0.0016053439694572963,8,0.019203581563595598,0.0014856294000107617,0.0012420045220647782,8,0.9831458324561773,0.01527401984323154,0.012769269183326144,8
254,30.5,1.6035674514745464,1.340602189316428,8,0.1233676635269492,0.0018931436590527613,0.0015826914743641703,8,0.01915366249019298,0.0014324470965387463,0.0011975434596991667,8,0.9822199065302514,0.015555574215582353,0.013004652115074993,8
255,30.125,1.5526475085202969,1.298032488277932,8,0.12262522347610402,0.0031678398644746615,0.0026483532412767967,8,0.019041203886775687,0.0015516833217143566,0.0012972264162029686,8,0.9775902769006217,0.02148055610814922,0.017958010135363682,8
256,30.875,1.5526475085202969,1.298032488277932,8,0.12259952488897688,0.0031803233662721286,0.00265878960291823,8,0.018983753487522417,0.001541879393931996,0.0012890302115239282,8,0.9766974197577646,0.02166680186724745,0.018113713889620103,8
257,29.625,1.5059406173077154,1.258984950515692,8,0.12335808323539235,0.002896135527023984,0.002421205060326749,8,0.019257577352160153,0.001589647491033095,0.0013289649305120988,8,0.9808661785830863,0.019015170316795636,0.015896917172695316,8
258,30.875,1.5526475085202969,1.298032488277932,8,0.12307969929168858,0.002858986704833208,0.0023901481862840094,8,0.01915120269676103,0.0015445586836079267,0.001291270130775259,8,0.9790473955143032,0.018232722879271888,0.015242781453736434,8
259,30.125,1.5526475085202969,1.298032488277932,8,0.12307049730320088,0.0032375918341475515,0.0027066667491785837,8,0.020218907213820816,0.004198325257988782,0.003509851754066709,8,0.9793382572116145,0.020122395093885234,0.01682257075768595,8
260,30.375,1.7677669529663689,1.4778749999999998,8,0.12254804570717787,0.004792258385987467,0.004006387182601646,8,0.01997778709310573,0.004159056604298306,0.00347702267471582,8,0.9768510560554318,0.030600015225354427,0.02558199055892806,8
261,30.125,1.5526475085202969,1.298032488277932,8,0.1225198902911653,0.004689806965559011,0.00392073653011511,8,0.019900429854367872,0.003698823166168709,0.00309226183775457,8,0.9763626593078438,0.031248049495866664,0.026123755210612602,8
262,30.875,1.5526475085202969,1.298032488277932,8,0.12255637380764882,0.0046949269104936565,0.003925016867298466,8,0.019680488458761906,0.00314051752443988,0.0026255114276479445,8,0.9764302003236608,0.031200780092157637,0.026084237405457768,8
263,29.625,1.5059406173077154,1.258984950515692,8,0.12253037956379742,0.004683125425207776,0.003915150679881848,8,0.019714714104745963,0.00317690643415638,0.0026559330054792473,8,0.9764314250934041,0.031162746143824978,0.026052440555031413,8
264,30.5,1.6035674514745464,1.340602189316428,8,0.12297621158891517,0.0039276001513271356,0.0032835222221472417,8,0.020586690226722125,0.003106954743534603,0.002597452528398157,8,0.9793491169768127,0.026028887783210414,0.02176047157577106,8
265,30.125,1.5526475085202969,1.298032488277932,8,0.12308455015511088,0.003986719717965734,0.003332946909829861,8,0.020564509801884203,0.00309003736582385,0.002583309391746391,8,0.9791176354953313,0.028985055064148255,0.024231863923605684,8
266,30.375,1.7677669529663689,1.4778749999999998,8,0.12318720059990418,0.0040374293189258965,0.0033753407623641246,8,0.020619178640220552,0.003066247672348608,0.0025634209142603027,8,0.9799797044608486,0.029559265034203114,0.024711910548569922,8
267,29.75,1.3887301496588271,1.1609955523170619,8,0.12341588976787907,0.0041155671540612435,0.0034406649573361344,8,0.02073194597539542,0.003096139263304148,0.0025884106533824703,8,0.9818572764773095,0.029368796894954297,0.024552676832372205,8
268,30.75,1.7525491637693282,1.4651527403311915,8,0.12344283639268283,0.004119592641385782,0.0034440303144437382,8,0.020535196914080303,0.0032166559489294156,0.002689164090632539,8,0.9818868398849061,0.029373074918306166,0.02455625331271682,8
269,29.75,1.3887301496588271,1.1609955523170619,8,0.1234570226825834,0.00412341249168086,0.0034472237564556305,8,0.02059372835281384,0.0031730417977967936,0.0026527021217644343,8,0.98277847225802,0.02963478979551026,0.024775050181556898,8
270,31.25,1.3887301496588271,1.1609955523170619,8,0.12390886880354894,0.0030064408305972637,0.0025134216560973688,8,0.02068317401834813,0.00322560965544542,0.0026966494998348863,8,0.9855562500357977,0.022091762825038285,0.018468986497494833,8
271,29.75,1.3887301496588271,1.1609955523170619,8,0.1235812680709482,0.003628145690249367,0.003033174595203156,8,0.02074761187265607,0.0032172875984448966,0.0026896921574267084,8,0.9837043981839457,0.027849855062259996,0.023282822705262163,8
272,30.75,1.7525491637693282,1.4651527403311915,8,0.12362059041527054,0.0036101129549741076,0.0030180990058557003,8,0.020653379225206485,0.0032382494680642964,0.0027072165392530495,8,0.9849220824765488,0.027626494522714377,0.023096090536280804,8
273,29.75,1.3887301496588271,1.1609955523170619,8,0.1238477315541601,0.0035138461507991546,0.0029376187689210045,8,0.02143027798071282,0.003862464175123474,0.0032290677417812328,8,0.9867420058481962,0.027664654238834904,0.02312799253013072,8
274,31.25,1.3887301496588271,1.1609955523170619,8,0.12401119309262162,0.003109499263187283,0.0025995797782459914,8,0.020341058805795835,0.0027794353187146547,0.0023236422452363645,8,0.9874444324126918,0.02570914233013088,0.021493160428972567,8
275,29.75,1.3887301496588271,1.1609955523170619,8,0.12452300366300362,0.0015628710139605267,0.001306579465059643,8,0.020413833052243438,0.0030467578006743374,0.002547127140891432,8,0.9911812048994642,0.015548505512047879,0.012998742591640087,8
276,31.25,1.3887301496588271,1.1609955523170619,8,0.12425408948194658,0.0016430556946499032,0.0013736148481880359,8,0.020212779523738903,0.0031878750138659186,0.0026651028735498283,8,0.9911074017156393,0.015719158284035757,0.013141410416139452,8
277,29.75,1.3887301496588271,1.1609955523170619,8,0.12420639455782309,0.0016598402748473058,0.0013876469644789372,8,0.020699564464423822,0.004332236786899882,0.003621803445695179,8,0.9911015312675593,0.01582804653059704,0.013232442334751078,8
278,30.75,1.7525491637693282,1.4651527403311915,8,0.1239747985347985,0.0023470979628289756,0.001962202877475028,8,0.020613172827551932,0.00431804442329452,0.003609938454482351,8,0.9885495890814708,0.022748207073894303,0.01901778199491612,8
279,29.625,1.5059406173077154,1.258984950515692,8,0.123937019884877,0.0023326980084814246,0.0019501643378385246,8,0.01971605368004481,0.0017708469469643448,0.001480449913012216,8,0.9886465148249484,0.022481866607025433,0.0187951180760023,8
280,30.875,1.5526475085202969,1.298032488277932,8,0.12382982993197275,0.0022897148973679716,0.001914229926218147,8,0.01967321851548473,0.0018109634053352051,0.001513987767544087,8,0.9886465148249484,0.019578074159437235,0.01636751173554083,8
281,29.75,1.3887301496588271,1.1609955523170619,8,0.123706588173731,0.0022624587360382587,0.0018914434388038663,8,0.019700760105712062,0.0019340745420643355,0.0016169101979517026,8,0.9876872149452947,0.019181157184598095,0.016035684243683904,8
282,31.25,1.3887301496588271,1.1609955523170619,8,0.12349659340659337,0.0023302277206520773,0.0019480991467115663,8,0.019534464281351353,0.001963880720584772,0.0016418285312235022,8,0.9858353630934427,0.01938425632014124,0.016205477628743598,8
283,29.75,1.3887301496588271,1.1609955523170619,8,0.12345866562009417,0.002344830800267065,0.001960307501579715,8,0.02020404908313021,0.002535133108093264,0.0021194025806605347,8,0.9828124335395053,0.018900637930342697,0.015801166683443835,8
284,30.75,1.7525491637693282,1.4651527403311915,8,0.1235341915227629,0.00234057038750844,0.0019567457439084975,8,0.020177857812057293,0.0024910289864620207,0.0020825309904057227,8,0.9828467270923174,0.018904668777112804,0.015804536521114108,8
285,29.75,1.3887301496588271,1.1609955523170619,8,0.12392629774986914,0.0014142179880336885,0.0011823036999069013,8,0.02043468583394411,0.002943783833254723,0.0024610396326681934,8,0.9845791046311466,0.01392946325948339,0.011645203277538955,8
286,30.75,1.7525491637693282,1.4651527403311915,8,0.12431559392987959,0.0012997904063655672,0.0010866408287495898,8,0.020434303849507316,0.003011598480180348,0.0025177335148323736,8,0.9867893794220666,0.01296371013047858,0.010837821737153787,8
287,29.75,1.3887301496588271,1.1609955523170619,8,0.12418548755846881,0.001200442772441338,0.0010035849801042717,8,0.02044188825358588,0.002964557539899146,0.0024784067079241306,8,0.9869584918596975,0.0129519942421506,0.010828027109850874,8
288,31.25,1.3887301496588271,1.1609955523170619,8,0.12422500090226787,0.001265181097226977,0.0010577070189748538,8,0.019731984530306702,0.0022847251494797337,0.0019100584353731825,8,0.9869904203399018,0.012917204313157168,0.010798942299647304,8
289,29.75,1.3887301496588271,1.1609955523170619,8,0.1241861364334034,0.0012053687131418395,0.0010077031273524354,8,0.02019099799591588,0.002535727239938617,0.0021198992822192317,8,0.9868262167274224,0.012851312105284667,0.010743855600268653,8
290,31.25,1.3887301496588271,1.1609955523170619,8,0.12422375809745365,0.0012644832325375487,0.0010571235954776794,8,0.020078129958033764,0.0024875507310104664,0.0020796231259008224,8,0.9867600791612847,0.0129676456550612,0.010841111884298342,8
291,29.75,1.3887301496588271,1.1609955523170619,8,0.12447482611126601,0.0012017758073667242,0.0010046994137614057,8,0.02014293472207652,0.00257122158203487,0.0021495729904744266,8,0.9886119310131366,0.01370281704733103,0.011455724245688855,8
292,31.25,1.3887301496588271,1.1609955523170619,8,0.12421297891084737,0.0019729604098246197,0.0016494192635385415,8,0.019562126942783295,0.0027360309111921404,0.002287355624616097,8,0.9868274414971656,0.01606352014179887,0.013429301181201933,8
293,29.75,1.3887301496588271,1.1609955523170619,8,0.12444806002021422,0.0019175034359090112,0.0016030565485958275,8,0.019633655718387485,0.0028264238784511384,0.0023629252613624595,8,0.989412452466323,0.015540908626998268,0.012992391501936857,8
294,30.875,1.5526475085202969,1.298032488277932,8,0.12439938197949617,0.0020908929532893754,0.0017480123260349935,8,0.019746804692633152,0.003009594057777678,0.0025160577929543427,8,0.9886561990710603,0.016650973528926687,0.013920419466360896,8
295,30.125,1.5526475085202969,1.298032488277932,8,0.12446883389604478,0.0017573710570594403,0.001469183902659555,8,0.01989863415482538,0.0031905734849229797,0.0026673588286726243,8,0.9888519750679795,0.015980671939600545,0.013360039061204504,8
296,30.875,1.5526475085202969,1.298032488277932,8,0.12452853394729813,0.0019849189369662594,0.0016594167398856325,8,0.01990935220477308,0.003460244625348391,0.0028928072318048594,8,0.9892019190403891,0.017763830890698683,0.014850781961693772,8
297,30.125,1.5526475085202969,1.298032488277932,8,0.12479744376953716,0.0010436283375021744,0.0008724861762450701,8,0.020175218891885748,0.0037645608736310253,0.0031472193728826286,8,0.9907455278420407,0.016098791282329085,0.013458788290191965,8
298,30.875,1.5526475085202969,1.298032488277932,8,0.12477217244790376,0.0011882044627905472,0.0009933536021249445,8,0.019293581340562235,0.0023005401791029016,0.001923279995412598,8,0.9944059152863688,0.008209922762305328,0.0068635968004617486,8
299,30.125,1.5526475085202969,1.298032488277932,8,0.12466521690095009,0.0012498490739962754,0.0010448892582434117,8,0.019367449325194352,0.0025600172307741636,0.002140206014475905,8,0.9937843503181877,0.00912213640256146,0.007626218667179708,8
300,30.875,1.5526475085202969,1.298032488277932,8,0.12462962391937735,0.0014719184734406858,0.001230542018157943,8,0.019071670051337766,0.0026728739259309926,0.002234555605113417,8,0.9949675195559897,0.009627170765123972,0.008048433630141669,8
301,30.125,1.5526475085202969,1.298032488277932,8,0.12745639717425428,0.0037157083737407166,0.003106378079773127,8,0.021354000381271346,0.01581190130919474,0.013218944730307299,8,0.9804014320164354,0.025698647649636912,0.021484386746497625,8
302,28.375,0.5175491695067657,0.43267749609264394,8,0.12855197976626545,0.003282859908222614,0.0027445114180482113,8,0.020141457639931314,0.014162722996677106,0.011840211297983448,8,0.982523936042828,0.022795688084867993,0.019057476706357008,8
303,26.75,1.0350983390135313,0.8653549921852879,8,0.12965922291993717,0.0029449575419955316,0.0024620208676677567,8,0.01941503441462161,0.013572470945828514,0.011346753295397709,8,0.9842715424385451,0.02051611927638122,0.01715172903572133,8
304,25.375,0.5175491695067657,0.43267749609264394,8,0.13087507135721416,0.002681998356486928,0.002242183741721144,8,0.022158791627292205,0.01460983996724949,0.012214006606112637,8,0.9854370592801025,0.018815729835490774,0.015730182467753682,8
305,23.75,1.0350983390135313,0.8653549921852879,8,0.1321925333594976,0.0024756268905619045,0.0020696546480574347,8,0.02121179557737929,0.013787354554285147,0.011526398645320646,8,0.9866077707324121,0.017211196107635926,0.014388772459452324,8
306,22.375,0.5175491695067657,0.43267749609264394,8,0.13323243569617194,0.002822947082818707,0.0023600186172843714,8,0.0201148703075191,0.012739692545734342,0.010650540270273583,8,0.9843679483195404,0.02140755569810185,0.017896980891199045,8
307,20.75,1.0350983390135313,0.8653549921852879,8,0.13498750840995738,0.0026397465870570034,0.002206860740778362,8,0.01922932047699325,0.011857527681010342,0.009913039550924643,8,0.9854845234395733,0.019878444576808846,0.016618625113256246,8
308,19.375,0.5175491695067657,0.43267749609264394,8,0.13661256671899524,0.00247071334802391,0.0020655468658262116,8,0.018428287139186116,0.011034096350926044,0.009224640791740754,8,0.986417928324123,0.01862439876496131,0.015570227330350394,8
309,17.75,1.0350983390135313,0.8653549921852879,8,0.13903733647305072,0.0022692846228209995,0.0018971499644361706,8,0.017583378978929833,0.010959890695663964,0.009162603947694982,8,0.9873108796800373,0.016952135200138836,0.014172194342056922,8
310,16.375,0.5175491695067657,0.43267749609264394,8,0.14123446101517528,0.002269266570123927,0.001897134872158514,8,0.016749730629649066,0.010946759890162064,0.009151626432164127,8,0.9885951880486123,0.015405707831496805,0.012879361967519756,8
311,14.75,1.0350983390135313,0.8653549921852879,8,0.1430333307169021,0.002826861072042499,0.00236329076060304,8,0.015916935557831313,0.011033026572811536,0.00922374644402805,8,0.9879284540196098,0.019272786954224998,0.016112287862481124,8
312,13.375,0.5175491695067657,0.43267749609264394,8,0.14508951334379902,0.0028341688452127364,0.0023694001492053332,8,0.012353735709472327,0.007786615490914892,0.006509706694836473,8,0.988095022704697,0.019325405374800236,0.016156277511782544,8
313,11.75,1.0350983390135313,0.8653549921852879,8,0.1472180716902145,0.002546201292888697,0.0021286557198127868,8,0.011673687994146018,0.007831236041157095,0.0065470100257865975,8,0.989089535736247,0.01744118649085733,0.014581047259607953,8
314,10.375,0.5175491695067657,0.43267749609264394,8,0.1498316745159602,0.002241181959662915,0.0018736557910412773,8,0.011286484296351226,0.007796441366898989,0.006517921248483168,8,0.99372039013562,0.01380954374010355,0.011544949078643514,8
315,10.0,0.0,0.0,8,0.1515912846677132,0.002243243473585536,0.0018753792421349188,8,0.010877537939254675,0.007778256271745277,0.006502718284396079,8,0.9936860965828078,0.013686909385329165,0.011442425243837082,8
316,10.0,0.0,0.0,8,0.15338701726844578,0.002175017128934264,0.001818341175588702,8,0.017840035832595653,0.021389818410476803,0.01788215229973518,8,0.9945115913897842,0.013683739130087424,0.011439774871310586,8
317,10.0,0.0,0.0,8,0.15488171014628582,0.0021341698497827142,0.0017841923458604405,8,0.017577054912534525,0.021292801068447248,0.017801044603886845,8,0.994510366620041,0.013793953448948659,0.011531915402738513,8
318,10.0,0.0,0.0,8,0.15621391579777716,0.002123063178640699,0.0017749070316472393,8,0.017109354996985383,0.02076227720361993,0.017357520102302508,8,0.9945103666200409,0.013793953448948699,0.011531915402738546,8
319,10.0,0.0,0.0,8,0.15701959083702366,0.0020708590711437124,0.0017312637531949257,8,0.014254014357546837,0.020269550212375694,0.016945594253726624,8,0.9928180727023319,0.013082084047283527,0.01093678379321245,8
320,10.0,0.0,0.0,8,0.15788908230042875,0.0020581154402459934,0.0017206099204137646,8,0.014764906360031636,0.020041157310379056,0.016754654967599637,8,0.9928192974720752,0.013081209076015865,0.01093605230642907,8
321,10.0,0.0,0.0,8,0.1584775438388903,0.0018364597385499355,0.001535303016924946,8,0.014757310397537369,0.01996790007483811,0.016693411014151248,8,0.9937683715461494,0.010521309529555042,0.008795944677492212,8
322,10.0,0.0,0.0,8,0.1585910315416637,0.0018606972790398025,0.0015555659000450063,8,0.01487409382981817,0.01987380021318068,0.016614742367917296,8,0.9937683715461494,0.010521309529555042,0.008795944677492212,8
323,10.0,0.0,0.0,8,0.1586089357802822,0.0018607078290229786,0.0015555747199612064,8,0.014873802140159495,0.01984006156059098,0.016586536437767776,8,0.9938026650989614,0.010429083360612204,0.00871884246150289,8
324,10.0,0.0,0.0,8,0.1586041607933644,0.001848700735577713,0.0015455366415846163,8,0.014923214877428955,0.019820279514074012,0.016569998402622813,8,0.9938381834215166,0.010223667611970588,0.00854711235928873,8
325,10.0,0.0,0.0,8,0.1574365469786077,0.003425891399839308,0.0028640875111063577,8,0.01484551551608522,0.01974928142323249,0.016510643122037698,8,0.9874274936311973,0.01895235614254503,0.015844403747430274,8
326,10.0,0.0,0.0,8,0.15767141354061712,0.003184668704906708,0.0026624223596703593,8,0.015082049784778952,0.020061041881938337,0.01677127871494589,8,0.9881513325494807,0.01776760236266268,0.014853934958823537,8
327,10.0,0.0,0.0,8,0.1576760812538563,0.003185829193254019,0.0026633925422577215,8,0.015090593318944509,0.020041377956354852,0.016754839430359807,8,0.9881513325494807,0.017767602362662702,0.014853934958823553,8
328,10.0,0.0,0.0,8,0.15767317963166894,0.0031823205971470334,0.0026604593125902527,8,0.015202976171827198,0.020518722410599925,0.0171539052880701,8,0.9881513325494807,0.017767602362662702,0.014853934958823553,8
329,10.0,0.0,0.0,8,0.15768149464998393,0.0031750627909529236,0.0026543916969969635,8,0.015224367249601543,0.020598943618750448,0.01722097120860703,8,0.9881844013325495,0.017791305827174208,0.014873751347831254,8
330,10.0,0.0,0.0,8,0.15768398025961244,0.0031794274526968256,0.0026580406081070764,8,0.015002662336883488,0.020725626460813686,0.017326879628775223,8,0.9882860572212424,0.017816563321578223,0.01489486692501732,8
331,10.0,0.0,0.0,8,0.15753236330513834,0.0031682096339863534,0.0026486623731542622,8,0.011198020282881346,0.009446591987625689,0.007897467542475273,8,0.9874250440917107,0.0177635408945917,0.014850539521367638,8
332,10.0,0.0,0.0,8,0.15751589387052178,0.0031832709885617834,0.0026612538515478437,8,0.01119553313317192,0.009446472868025428,0.00789736795701864,8,0.9873270625122477,0.017659232620995845,0.014763336516705854,8
333,10.0,0.0,0.0,8,0.1572119404429969,0.0029942119168645384,0.00250319813322156,8,0.011363156209135222,0.009362875210666569,0.007827479283253181,8,0.9853760043111894,0.01652225539944805,0.013812809520782928,8
334,10.0,0.0,0.0,8,0.15750788235822455,0.0026529252208458256,0.0022178782413476384,8,0.011399232132933588,0.009334888443678094,0.007804082000487098,8,0.9871274250440917,0.014261034190263979,0.011922400669709397,8
335,10.0,0.0,0.0,8,0.15749667451596017,0.0027007803890010357,0.002257885752812147,8,0.010626554279375016,0.009286332732609011,0.00776348882649671,8,0.9870919067215363,0.014286681281061765,0.011943841954291155,8
336,10.0,0.0,0.0,8,0.15783204866562006,0.002769739254778039,0.0023155362160642043,8,0.0106632006571624,0.009152394215971383,0.007651514572795635,8,0.9889094650205761,0.014708961925353266,0.012296873786985548,8
337,10.0,0.0,0.0,8,0.15783275771847197,0.0027736658317580698,0.0023188188829025144,8,0.011388988384160813,0.0092316700776093,0.007717790171975459,8,0.988875171467764,0.014799338972904976,0.012372430114660049,8
338,10.0,0.0,0.0,8,0.15773093144950284,0.002808093300225422,0.0023476006716308365,8,0.011389090438337844,0.009203479143773365,0.007694222203203968,8,0.987914951989026,0.01538700114085964,0.012863722943168156,8
339,10.0,0.0,0.0,8,0.15773674515960226,0.002801203290983986,0.0023418405388313177,8,0.012089541890966676,0.00922099056711306,0.007708861969336446,8,0.9873605958631502,0.014978513801066814,0.012522222483346057,8
340,10.0,0.0,0.0,8,0.1587066274201988,0.000805422465619506,0.000673343126128726,8,0.01216163031319083,0.009236567871893215,0.007721884788471821,8,0.9929470156162366,0.004826821476418523,0.0040352823529662026,8
341,10.0,0.0,0.0,8,0.1572141496598639,0.003412792836906549,0.0028531369507614163,8,0.011895385116269176,0.009285424850228522,0.007762729825616637,8,0.9848157692905457,0.01789133931640676,0.01495738057998286,8
342,10.0,0.0,0.0,8,0.1572144322344322,0.0034187720629841566,0.002858135657590173,8,0.012166567737441295,0.009114136810071725,0.007619530909084147,8,0.9847471821849216,0.017858288814293546,0.014929749952128545,8
343,10.0,0.0,0.0,8,0.15721702250130817,0.003428361124961065,0.0028661522318028224,8,0.012042468714693791,0.009156739412911261,0.0076551472110892435,8,0.9847471821849216,0.017858288814293546,0.014929749952128545,8
344,10.0,0.0,0.0,8,0.15702512820512815,0.00337052136716853,0.0028177974801178196,8,0.011975140209671758,0.009159504258173657,0.0076574586558672475,8,0.9838555498118078,0.017650729355915235,0.014756227682105274,8
345,10.0,0.0,0.0,8,0.1570219518576661,0.0033750175471644285,0.00282155634211051,8,0.01201797823940846,0.009126728026826337,0.007630057321759753,8,0.9837894122456702,0.017663623688305107,0.014767007503194646,8
346,10.0,0.0,0.0,8,0.15694132198866256,0.0033001922669865205,0.0027590014839843496,8,0.008649668123011621,0.002970984935606312,0.002483780090096927,8,0.9847153381715961,0.017872335134707446,0.014941492849430058,8
347,10.0,0.0,0.0,8,0.15694046641566411,0.00330623152544847,0.00276405037862766,8,0.008678662927684887,0.003029129440236901,0.002532389613901373,8,0.9848476133038713,0.01799615542136188,0.015045008137931382,8
348,10.0,0.0,0.0,8,0.15723939367887713,0.0032108694245266585,0.0026843264847833206,8,0.008568723162978265,0.0030451378559835786,0.002545772847127858,8,0.9867986715049294,0.01741254195269943,0.014557100072022468,8
349,10.0,0.0,0.0,8,0.15721964489322998,0.003204420699768181,0.00267893527126027,8,0.008559419764995992,0.0031014811695434415,0.002592876552957156,8,0.986864809071067,0.017349856852764637,0.014504694554479175,8
350,10.0,0.0,0.0,8,0.15712127492986003,0.0034884909009736407,0.002916421466995543,8,0.008552196619862507,0.003045229341319506,0.002545849329998299,8,0.9858715208092603,0.0197343515975015,0.016498161603382105,8
351,10.0,0.0,0.0,8,0.15711175896962978,0.0034703934702717825,0.0029012917914726308,8,0.008524682227601863,0.0030454578646526374,0.002546040378326465,8,0.9858689770567165,0.019615394889376997,0.01639871232658434,8
352,10.0,0.0,0.0,8,0.15677762762478414,0.0037115358767470315,0.0031028898207669303,8,0.007629229183575005,0.0023268823163671236,0.0019453023474223104,8,0.9840249637312217,0.021228737637098725,0.01774748678426287,8
353,10.0,0.0,0.0,8,0.15687659675089616,0.0037791779198940046,0.0031594394040409504,8,0.007583905679011349,0.002258308255863458,0.001887973586130107,8,0.9849508896571477,0.021688915473147347,0.018132201137197886,8
354,10.0,0.0,0.0,8,0.15686667001096943,0.0037783836299296915,0.003158775367823371,8,0.007192889156351509,0.0008561513528237777,0.0007157531022011994,8,0.9851835959083723,0.02173329339536791,0.01816930162812609,8
355,10.0,0.0,0.0,8,0.15707590339663136,0.003328873812014366,0.0027829796097700475,8,0.007143447459145132,0.0008533721722696335,0.0007134296729422897,8,0.9859735723927933,0.01953217155865669,0.01632913659451067,8
356,10.0,0.0,0.0,8,0.15867056326057694,0.0009657226904994838,0.0008073560934188799,8,0.0074005091344629985,0.001102743628304964,0.000921907289276158,8,0.9950059958489077,0.005060699388922104,0.004230807175602597,8
357,10.0,0.0,0.0,8,0.1586772142286565,0.0009738513340769517,0.0008141517398172313,8,0.0070707902878965005,0.0013636191888903408,0.0011400024790596092,8,0.9950745829545318,0.0050140734031681655,0.004191827275802756,8
358,10.0,0.0,0.0,8,0.15868198921557433,0.000977990209879051,0.0008176118910921284,8,0.007019998294096205,0.001457396023237835,0.0012184010704739039,8,0.995041514171463,0.005033615365681834,0.004208164597756549,8
359,10.0,0.0,0.0,8,0.15887334452692964,0.001023559987776004,0.0008557087880821134,8,0.007009117202989288,0.0015056548543698157,0.0012587460491711795,8,0.9959331465445769,0.005119745542752225,0.004280170489270874,8
360,10.0,0.0,0.0,8,0.15888318230819598,0.0010250649978717032,0.0008569669951050748,8,0.007036988083882555,0.001513049449558132,0.0012649280220526134,8,0.9959649905579024,0.00509138997376005,0.004256464883475951,8
361,10.0,0.0,0.0,8,0.15911864995846586,0.0009241695540343643,0.0007726171582609735,8,0.006918559714994987,0.0014937220453853245,0.0012487700735210167,8,0.9959662153276457,0.0051425542295342385,0.004299238833048544,8
362,10.0,0.0,0.0,8,0.158786980675368,0.0012173564544109608,0.00101772502707082,8,0.006907377229952842,0.0014771419311425636,0.0012349088932928182,8,0.9939098269286647,0.007061059904854904,0.005903133266167562,8
363,10.0,0.0,0.0,8,0.1587856489118934,0.0012156294593549256,0.001016281237880081,8,0.006858557676695143,0.0015206065241990306,0.0012712458297626042,8,0.9938755333758527,0.007045596047232105,0.005890205290256515,8
364,10.0,0.0,0.0,8,0.15880864468864464,0.001222906898169939,0.0010223652665868575,8,0.006726279339039147,0.001492142435432666,0.0012474495000965233,8,0.9939441204814767,0.007091006742742175,0.005928169192406812,8
365,10.0,0.0,0.0,8,0.15855928048142331,0.001405724230726205,0.0011752028139220528,8,0.006818849785809553,0.00137310684316313,0.0011479342751794935,8,0.9930880064309183,0.007835023078382844,0.006550176035667374,8
